STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,TOTAL ELECTORS,TOTAL VOTING,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY
Andhra Pradesh,Rajahmundry,gidugu rudraraju,0,INC,Hand,MALE,1.0,55.0,GENERAL,Post Graduate,"Rs 3,53,94,877~ 3 Crore+","Rs 93,41,000~ 93 Lacs+",31441,1067,32508,1623852,1300862,2.0,2.5
Andhra Pradesh,Rajahmundry,ganeswara rao paramata,0,BSP,Elephant,MALE,0.0,62.0,SC,Post Graduate,Unknown,Unknown,20277,132,20409,1623852,1300862,1.26,1.57
Andhra Pradesh,Rajahmundry,battula balaramakrishna,0,NRCP,Bucket,MALE,0.0,31.0,GENERAL,Graduate Professional,Unknown,Unknown,16930,78,17008,1623852,1300862,1.05,1.31
Andhra Pradesh,Rajahmundry,salopantula raghavendra rao,0,IND,CCTV Camera,MALE,0.0,50.0,GENERAL,Post Graduate,"Rs 1,83,78,081~ 1 Crore+","Rs 30,80,106~ 30 Lacs+",3261,17,3278,1623852,1300862,0.2,0.25
Andhra Pradesh,Rajahmundry,dr. medisi ratnarao alias vinay,0,IND,Funnel,MALE,0.0,45.0,GENERAL,Graduate Professional,Nil,Rs 0~,3109,6,3115,1623852,1300862,0.19,0.24
Andhra Pradesh,Rajahmundry,mohanarao singuluri,0,JBNP,Battery Torch,MALE,2.0,35.0,GENERAL,Post Graduate,"Rs 25,00,000~ 25 Lacs+","Rs 11,10,000~ 11 Lacs+",2818,15,2833,1623852,1300862,0.17,0.22
Andhra Pradesh,Rajahmundry,meda srinivasa rao,0,RPC(S),Gas cylinder,MALE,0.0,54.0,GENERAL,Post Graduate,Unknown,Unknown,2422,7,2429,1623852,1300862,0.15,0.19
Andhra Pradesh,Rajahmundry,bommanaboina vsr murthy,0,IND,Batsman,MALE,0.0,67.0,GENERAL,Post Graduate,"Rs 6,76,43,000~ 6 Crore+","Rs 27,40,000~ 27 Lacs+",2173,6,2179,1623852,1300862,0.13,0.17
Andhra Pradesh,Rajahmundry,bhanu chandar kuruvella,0,IND,Cauliflower,MALE,2.0,39.0,SC,10th Pass,"Rs 9,70,320~ 9 Lacs+",Rs 0~,1955,3,1958,1623852,1300862,0.12,0.15
Andhra Pradesh,Rajahmundry,jalli bala naveena,0,IND,Telephone,FEMALE,0.0,43.0,SC,Post Graduate,"Rs 10,70,000~ 10 Lacs+",Rs 0~,1250,4,1254,1623852,1300862,0.08,0.1
Andhra Pradesh,Narsapuram,bhupathi raju srinivasa varma (b.j.p.varma),1,BJP,Lotus,MALE,0.0,56.0,GENERAL,Unknown,Unknown,Unknown,699382,8118,707500,1473811,1223597,48.0,57.82
Andhra Pradesh,Narsapuram,umabala guduri,0,YSRCP,Ceiling fan,FEMALE,1.0,57.0,GENERAL,Graduate Professional,"Rs 8,88,48,578~ 8 Crore+","Rs 15,32,921~ 15 Lacs+",426037,4599,430636,1473811,1223597,29.22,35.19
Andhra Pradesh,Narsapuram,k.b.r.naidu,0,INC,Hand,MALE,0.0,64.0,GENERAL,Post Graduate,Unknown,Unknown,34298,939,35237,1473811,1223597,2.39,2.88
Andhra Pradesh,Narsapuram,prasanna kumar undurthi,0,IND,Diamond,MALE,1.0,33.0,SC,Graduate,Unknown,Unknown,6350,15,6365,1473811,1223597,0.43,0.52
Andhra Pradesh,Narsapuram,sirra raju,0,BSP,Elephant,MALE,0.0,56.0,SC,Illiterate,"Rs 21,000~ 21 Thou+",Rs 0~,5945,71,6016,1473811,1223597,0.41,0.49
Andhra Pradesh,Narsapuram,medapati venkata varahala reddy,0,IND,Chappals,MALE,2.0,49.0,GENERAL,Others,"Rs 3,07,60,000~ 3 Crore+","Rs 6,00,000~ 6 Lacs+",5966,3,5969,1473811,1223597,0.41,0.49
Andhra Pradesh,Narsapuram,balagam nayakar,0,IND,Bucket,MALE,0.0,51.0,GENERAL,10th Pass,"Rs 4,53,000~ 4 Lacs+",Rs 0~,5232,8,5240,1473811,1223597,0.36,0.43
Andhra Pradesh,Narsapuram,nalli rajesh,0,IND,Air conditioner,MALE,3.0,41.0,SC,Others,"Rs 73,03,031~ 73 Lacs+","Rs 21,50,000~ 21 Lacs+",4684,0,4684,1473811,1223597,0.32,0.38
Andhra Pradesh,Narsapuram,ketha sreenu,0,IND,Baby walker,MALE,0.0,43.0,GENERAL,12th Pass,Nil,"Rs 1,75,000~ 1 Lacs+",3140,5,3145,1473811,1223597,0.21,0.26
Andhra Pradesh,Narsapuram,olety nagendra krishna,0,JRBP,Coat,MALE,0.0,55.0,GENERAL,Post Graduate,"Rs 1,25,87,802~ 1 Crore+","Rs 89,08,885~ 89 Lacs+",3112,4,3116,1473811,1223597,0.21,0.25
Andhra Pradesh,Narsapuram,addepalli veera venkat subba rao,0,IND,Almirah,MALE,0.0,36.0,GENERAL,Graduate,"Rs 2,75,000~ 2 Lacs+","Rs 4,300~ 4 Thou+",2781,3,2784,1473811,1223597,0.19,0.23
Andhra Pradesh,Narsapuram,anand chandulal jasti,0,IND,Slate,MALE,0.0,68.0,GENERAL,Doctorate,"Rs 3,26,29,000~ 3 Crore+",Rs 0~,2726,0,2726,1473811,1223597,0.18,0.22
Andhra Pradesh,Narsapuram,ganji purnima,0,RPI(A),Coconut farm,FEMALE,0.0,41.0,GENERAL,Graduate,"Rs 11,22,085~ 11 Lacs+","Rs 6,25,000~ 6 Lacs+",1645,4,1649,1473811,1223597,0.11,0.13
Andhra Pradesh,Narsapuram,gedala laxmana rao,0,IND,Whistle,MALE,0.0,47.0,GENERAL,10th Pass,"Rs 16,02,823~ 16 Lacs+","Rs 27,000~ 27 Thou+",1525,2,1527,1473811,1223597,0.1,0.12
Andhra Pradesh,Narsapuram,addanki dorababu,0,IND,Box,MALE,0.0,54.0,GENERAL,10th Pass,Unknown,Unknown,1388,5,1393,1473811,1223597,0.09,0.11
Andhra Pradesh,Narsapuram,gottumukkala shivaji,0,IND,Lady purse,MALE,3.0,53.0,SC,Post Graduate,Unknown,Unknown,1378,6,1384,1473811,1223597,0.09,0.11
Andhra Pradesh,Narsapuram,adinarayana duppanapudi,0,IND,Camera,MALE,0.0,46.0,GENERAL,8th Pass,Unknown,Unknown,1002,5,1007,1473811,1223597,0.07,0.08
Andhra Pradesh,Narsapuram,manne leela rama narendra,0,PPOI,Flute,MALE,0.0,38.0,GENERAL,Post Graduate,Unknown,Unknown,922,8,930,1473811,1223597,0.06,0.08
Andhra Pradesh,Narsapuram,rama durga prasad tholeti,0,IND,Computer,MALE,0.0,36.0,GENERAL,Post Graduate,"Rs 71,000~ 71 Thou+",Rs 0~,919,1,920,1473811,1223597,0.06,0.08
Andhra Pradesh,Narsapuram,rukhmini,0,IND,Nagrik,FEMALE,0.0,67.0,GENERAL,Post Graduate,"Rs 4,00,000~ 4 Lacs+",Rs 0~,683,3,686,1473811,1223597,0.05,0.06
Andhra Pradesh,Narsapuram,adabala siva,0,IND,Bat,MALE,2.0,40.0,GENERAL,10th Pass,Unknown,Unknown,682,1,683,1473811,1223597,0.05,0.06
Andhra Pradesh,Eluru,putta mahesh kumar,1,TDP,Bicycle,MALE,1.0,39.0,GENERAL,Graduate Professional,"Rs 72,08,51,715~ 72 Crore+","Rs 20,04,30,056~ 20 Crore+",737644,8707,746351,1638116,1359534,45.56,54.9
Andhra Pradesh,Eluru,karumuri sunil kumar,0,YSRCP,Ceiling fan,MALE,0.0,33.0,GENERAL,Graduate,Unknown,Unknown,559318,5176,564494,1638116,1359534,34.46,41.52
Andhra Pradesh,Eluru,kavuri lavanya,0,INC,Hand,FEMALE,0.0,47.0,GENERAL,Post Graduate,Unknown,Unknown,19820,1006,20826,1638116,1359534,1.27,1.53
Andhra Pradesh,Eluru,ajay babu boda,0,NRCP,Bucket,MALE,0.0,32.0,SC,10th Pass,"Rs 70,000~ 70 Thou+","Rs 2,40,000~ 2 Lacs+",12197,13,12210,1638116,1359534,0.75,0.9
Andhra Pradesh,Eluru,nitta akhila dharani pal,0,BSP,Elephant,MALE,0.0,65.0,SC,Doctorate,"Rs 1,92,54,000~ 1 Crore+","Rs 38,00,000~ 38 Lacs+",6664,68,6732,1638116,1359534,0.41,0.5
Andhra Pradesh,Eluru,bokinala koteswara rao,0,IND,Gas Stove,MALE,0.0,42.0,SC,Post Graduate,Unknown,Unknown,2253,10,2263,1638116,1359534,0.14,0.17
Andhra Pradesh,Eluru,rudrapaka ratna rao (r.r.r),0,ARPS,Mixee,MALE,0.0,70.0,GENERAL,Post Graduate,"Rs 5,20,000~ 5 Lacs+","Rs 1,08,000~ 1 Lacs+",1523,3,1526,1638116,1359534,0.09,0.11
Andhra Pradesh,Eluru,kandavalli jeeva deva dayakar,0,IND,Bat,MALE,0.0,56.0,GENERAL,Others,"Rs 11,55,300~ 11 Lacs+",Rs 0~,1172,8,1180,1638116,1359534,0.07,0.09
Andhra Pradesh,Eluru,agasteen kommina,0,IND,Ring,MALE,0.0,41.0,SC,5th Pass,"Rs 8,00,000~ 8 Lacs+",Rs 0~,1001,3,1004,1638116,1359534,0.06,0.07
Andhra Pradesh,Eluru,dr. mendem santhosh kumar (pedda babulu),0,LBCP,Well,MALE,0.0,49.0,SC,Others,"Rs 6,00,000~ 6 Lacs+","Rs 2,00,000~ 2 Lacs+",777,9,786,1638116,1359534,0.05,0.06
Andhra Pradesh,Eluru,rajeswara rao kondru,0,BHRJWNKP,Gift pack,MALE,0.0,44.0,GENERAL,10th Pass,"Rs 55,90,000~ 55 Lacs+",Rs 0~,729,3,732,1638116,1359534,0.04,0.05
Andhra Pradesh,Eluru,godugupati veera raghavulu,0,PPOI,Flute,MALE,0.0,51.0,GENERAL,10th Pass,"Rs 2,00,000~ 2 Lacs+",Rs 0~,710,5,715,1638116,1359534,0.04,0.05
Andhra Pradesh,Eluru,byraboyina malyadri,0,BCYP,Ganna kisan,MALE,0.0,55.0,GENERAL,5th Pass,"Rs 1,21,70,000~ 1 Crore+","Rs 79,70,000~ 79 Lacs+",705,10,715,1638116,1359534,0.04,0.05
Andhra Pradesh,Machilipatnam,balashowry vallabhaneni,1,JnP,Glass tumbler,MALE,2.0,55.0,GENERAL,Post Graduate,"Rs 1,33,72,14,564~ 133 Crore+","Rs 86,81,02,917~ 86 Crore+",712149,12290,724439,1540045,1299878,47.04,55.73
Andhra Pradesh,Machilipatnam,simhadri chandra sekhar rao,0,YSRCP,Ceiling fan,MALE,0.0,70.0,GENERAL,Post Graduate,Unknown,Unknown,495211,6049,501260,1540045,1299878,32.55,38.56
Andhra Pradesh,Machilipatnam,gollu krishna,0,INC,Hand,MALE,6.0,60.0,GENERAL,Others,"Rs 2,50,66,000~ 2 Crore+","Rs 85,00,000~ 85 Lacs+",31130,695,31825,1540045,1299878,2.07,2.45
Andhra Pradesh,Machilipatnam,balashowri. ch,0,JJSP,Pen stand,MALE,0.0,66.0,SC,Unknown,Unknown,Unknown,10518,623,11141,1540045,1299878,0.72,0.86
Andhra Pradesh,Machilipatnam,devamani devarapalli,0,BSP,Elephant,FEMALE,0.0,46.0,SC,Post Graduate,"Rs 10,75,88,446~ 10 Crore+","Rs 2,81,39,567~ 2 Crore+",9911,117,10028,1540045,1299878,0.65,0.77
Andhra Pradesh,Machilipatnam,kommaraju siva narasimharao,0,AIFB,Lion,MALE,0.0,63.0,GENERAL,Unknown,Unknown,Unknown,5245,9,5254,1540045,1299878,0.34,0.4
Andhra Pradesh,Machilipatnam,vallabhaneni naga pavankumar (nani),0,IND,Bucket,MALE,0.0,34.0,GENERAL,Unknown,Unknown,Unknown,5206,14,5220,1540045,1299878,0.34,0.4
Andhra Pradesh,Machilipatnam,maradani kumarswamy,0,JMBP,Flute,MALE,0.0,38.0,GENERAL,Unknown,Unknown,Unknown,2206,8,2214,1540045,1299878,0.14,0.17
Andhra Pradesh,Machilipatnam,gandhi dhanekula,0,IND,Almirah,MALE,0.0,76.0,GENERAL,10th Pass,"Rs 21,00,000~ 21 Lacs+","Rs 96,000~ 96 Thou+",1989,2,1991,1540045,1299878,0.13,0.15
Andhra Pradesh,Machilipatnam,p. balasowramma,0,IND,Basket containing Fruits,FEMALE,0.0,39.0,GENERAL,Unknown,Unknown,Unknown,1576,6,1582,1540045,1299878,0.1,0.12
Andhra Pradesh,Machilipatnam,anusha yeruva,0,IND,Camera,FEMALE,0.0,25.0,GENERAL,Graduate,"Rs 11,75,000~ 11 Lacs+","Rs 1,00,000~ 1 Lacs+",1233,2,1235,1540045,1299878,0.08,0.1
Andhra Pradesh,Machilipatnam,gudavalli venkata kedareswara rao (goud),0,IND,Pot,MALE,0.0,55.0,GENERAL,Unknown,Unknown,Unknown,1102,9,1111,1540045,1299878,0.07,0.09
Andhra Pradesh,Machilipatnam,jogi veeranjaneyulu,0,IND,Gas cylinder,MALE,5.0,32.0,GENERAL,12th Pass,"Rs 17,60,000~ 17 Lacs+","Rs 14,40,000~ 14 Lacs+",1020,2,1022,1540045,1299878,0.07,0.08
Andhra Pradesh,Machilipatnam,damodararao gudavalli,0,IND,Laptop,MALE,0.0,58.0,SC,Unknown,Unknown,Unknown,928,2,930,1540045,1299878,0.06,0.07
Andhra Pradesh,Machilipatnam,apparao enneti,0,IND,Harmonium,MALE,0.0,51.0,GENERAL,Graduate,"Rs 1,23,000~ 1 Lacs+","Rs 80,000~ 80 Thou+",625,1,626,1540045,1299878,0.04,0.05
Andhra Pradesh,Vijayawada,kesineni sivanath (chinni),1,TDP,Bicycle,MALE,0.0,55.0,GENERAL,Graduate Professional,Unknown,Unknown,784722,9432,794154,1704469,1355212,46.59,58.6
Andhra Pradesh,Vijayawada,kesineni srinivas (nani),0,YSRCP,Ceiling fan,MALE,1.0,58.0,GENERAL,10th Pass,"Rs 77,32,92,381~ 77 Crore+","Rs 36,42,52,011~ 36 Crore+",505637,6432,512069,1704469,1355212,30.04,37.79
Andhra Pradesh,Vijayawada,bhargav valluru,0,INC,Hand,MALE,0.0,36.0,GENERAL,Post Graduate,"Rs 12,96,53,183~ 12 Crore+","Rs 6,04,81,248~ 6 Crore+",23498,608,24106,1704469,1355212,1.41,1.78
Andhra Pradesh,Vijayawada,krishna kishore yanamandra,0,NavaP,Glass tumbler,MALE,0.0,50.0,GENERAL,10th Pass,"Rs 12,04,389~ 12 Lacs+",Rs 0~,7710,168,7878,1704469,1355212,0.46,0.58
Andhra Pradesh,Vijayawada,venkata ashok pappuri,0,IND,Air conditioner,MALE,0.0,27.0,GENERAL,Post Graduate,"Rs 50,000~ 50 Thou+",Rs 0~,6672,0,6672,1704469,1355212,0.39,0.49
Andhra Pradesh,Vijayawada,devarapalli mallikarjuna rao (mahesh),0,IND,Diamond,MALE,0.0,38.0,GENERAL,12th Pass,Unknown,Unknown,3199,0,3199,1704469,1355212,0.19,0.24
Andhra Pradesh,Vijayawada,meka venkateswara rao,0,BSP,Elephant,MALE,0.0,50.0,GENERAL,Graduate,"Rs 25,51,000~ 25 Lacs+",Rs 0~,2184,49,2233,1704469,1355212,0.13,0.16
Andhra Pradesh,Vijayawada,anil kumar maddineni,0,IND,Chappals,MALE,0.0,45.0,GENERAL,Post Graduate,"Rs 33,55,000~ 33 Lacs+","Rs 52,60,000~ 52 Lacs+",1240,0,1240,1704469,1355212,0.07,0.09
Andhra Pradesh,Vijayawada,barre sreenivasarao (jai bheem srinivas),0,TLRDSMTP,Rubber stamp,MALE,3.0,37.0,SC,Graduate Professional,"Rs 68,80,000~ 68 Lacs+",Rs 0~,609,6,615,1704469,1355212,0.04,0.05
Andhra Pradesh,Vijayawada,syed khamurunnisa,0,NRCP,Bucket,FEMALE,0.0,34.0,GENERAL,5th Pass,Unknown,Unknown,600,1,601,1704469,1355212,0.04,0.04
Andhra Pradesh,Vijayawada,chagantipati gangadhar gandhi,0,PPOI,Television,MALE,0.0,49.0,GENERAL,12th Pass,"Rs 43,50,000~ 43 Lacs+",Rs 0~,486,3,489,1704469,1355212,0.03,0.04
Andhra Pradesh,Vijayawada,datla lurthu meri,0,JRBP,Coat,FEMALE,1.0,51.0,SC,12th Pass,"Rs 1,60,000~ 1 Lacs+",Rs 0~,409,8,417,1704469,1355212,0.02,0.03
Andhra Pradesh,Vijayawada,peram siva nageswara rao,0,RPPRINAT,Basket containing Fruits,MALE,0.0,55.0,GENERAL,5th Pass,Unknown,Unknown,365,3,368,1704469,1355212,0.02,0.03
Andhra Pradesh,Vijayawada,devarasetty raveendra babu,0,ARPS,Mixee,MALE,0.0,49.0,GENERAL,Graduate Professional,"Rs 3,79,21,000~ 3 Crore+",Rs 0~,328,3,331,1704469,1355212,0.02,0.02
Andhra Pradesh,Vijayawada,gujjula lalitha,0,SUCI,Bat,FEMALE,0.0,61.0,GENERAL,Graduate Professional,"Rs 14,86,282~ 14 Lacs+",Rs 0~,323,4,327,1704469,1355212,0.02,0.02
Andhra Pradesh,Vijayawada,n dasaradha rami reddy,0,AllJP,Gas cylinder,MALE,0.0,70.0,GENERAL,Post Graduate,"Rs 1,11,55,000~ 1 Crore+",Rs 0~,268,1,269,1704469,1355212,0.02,0.02
Andhra Pradesh,Vijayawada,chinthalacheruvu hemalatha,0,JMBP,Flute,FEMALE,0.0,46.0,SC,Graduate,"Rs 62,26,000~ 62 Lacs+","Rs 2,00,000~ 2 Lacs+",239,5,244,1704469,1355212,0.01,0.02
Andhra Pradesh,Guntur,dr chandra sekhar pemmasani,1,TDP,Bicycle,MALE,1.0,48.0,GENERAL,Post Graduate,"Rs 57,05,47,27,538~ 5705 Crore+","Rs 10,38,00,00,000~ 1038 Crore+",851020,13928,864948,1793324,1417984,48.23,61.0
Andhra Pradesh,Guntur,kilari venkata rosaiah,0,YSRCP,Ceiling fan,MALE,1.0,57.0,GENERAL,Graduate,"Rs 78,08,11,167~ 78 Crore+","Rs 5,00,81,433~ 5 Crore+",513563,6690,520253,1793324,1417984,29.01,36.69
Andhra Pradesh,Guntur,jangala ajay kumar,0,CPI,Ears of corn and sickle,MALE,14.0,57.0,GENERAL,10th Pass,"Rs 41,87,807~ 41 Lacs+","Rs 13,04,322~ 13 Lacs+",8317,320,8637,1793324,1417984,0.48,0.61
Andhra Pradesh,Guntur,sivareddy. endreddy,0,NavaP,Hour glass,MALE,0.0,63.0,GENERAL,Graduate,"Rs 7,28,500~ 7 Lacs+","Rs 1,80,000~ 1 Lacs+",5628,1,5629,1793324,1417984,0.31,0.4
Andhra Pradesh,Guntur,tenali prakash,0,BSP,Elephant,MALE,0.0,48.0,SC,Graduate,"Rs 5,00,000~ 5 Lacs+",Rs 0~,4172,100,4272,1793324,1417984,0.24,0.3
Andhra Pradesh,Guntur,sikhakolli hema gowri shankar,0,JJSP,Pen stand,MALE,0.0,31.0,GENERAL,Graduate,"Rs 10,05,309~ 10 Lacs+",Rs 0~,1959,5,1964,1793324,1417984,0.11,0.14
Andhra Pradesh,Guntur,samudrala chinna kotaiah,0,JRBP,Coat,MALE,0.0,46.0,SC,10th Pass,Nil,"Rs 8,00,000~ 8 Lacs+",1748,5,1753,1793324,1417984,0.1,0.12
Andhra Pradesh,Guntur,umar bhasha shaik,0,JNSHSK,Petrol pump,MALE,0.0,34.0,GENERAL,Post Graduate,Unknown,Unknown,1273,2,1275,1793324,1417984,0.07,0.09
Andhra Pradesh,Guntur,syed. saida,0,NRCP,Bucket,MALE,0.0,31.0,GENERAL,Others,"Rs 3,87,000~ 3 Lacs+",Rs 0~,1216,6,1222,1793324,1417984,0.07,0.09
Andhra Pradesh,Guntur,ambati chalamaiah,0,PPOI,Television,MALE,0.0,58.0,GENERAL,Graduate,"Rs 2,90,000~ 2 Lacs+",Rs 0~,1029,2,1031,1793324,1417984,0.06,0.07
Andhra Pradesh,Guntur,pilli babu rao,0,IND,Road roller,MALE,0.0,66.0,SC,8th Pass,Unknown,Unknown,688,4,692,1793324,1417984,0.04,0.05
Andhra Pradesh,Guntur,hari venkata satish kurnala,0,JBNP,Battery Torch,MALE,0.0,50.0,GENERAL,Unknown,Unknown,Unknown,540,2,542,1793324,1417984,0.03,0.04
Andhra Pradesh,Guntur,vishnu reddy lankireddy,0,BNGLRNNP,Spanner,MALE,0.0,33.0,GENERAL,Graduate Professional,"Rs 16,45,64,426~ 16 Crore+","Rs 54,68,575~ 54 Lacs+",461,0,461,1793324,1417984,0.03,0.03
Andhra Pradesh,Guntur,emani. chandrasekhar rao,0,NPT,Bat,MALE,0.0,58.0,SC,Graduate,"Rs 1,66,000~ 1 Lacs+",Rs 0~,409,5,414,1793324,1417984,0.02,0.03
Andhra Pradesh,Guntur,shaik. khajavali,0,IND,Apple,MALE,1.0,39.0,GENERAL,8th Pass,"Rs 17,30,000~ 17 Lacs+",Rs 0~,387,4,391,1793324,1417984,0.02,0.03
Andhra Pradesh,Guntur,challapalli ratan raju,0,VCK,Pot,MALE,0.0,37.0,SC,Post Graduate,"Rs 45,91,026~ 45 Lacs+","Rs 15,59,053~ 15 Lacs+",374,4,378,1793324,1417984,0.02,0.03
Andhra Pradesh,Guntur,kanneboyina vamsi krishna yadav,0,IND,Ganna kisan,MALE,0.0,33.0,GENERAL,Graduate Professional,"Rs 11,59,000~ 11 Lacs+","Rs 4,84,603~ 4 Lacs+",368,7,375,1793324,1417984,0.02,0.03
Andhra Pradesh,Guntur,mohammad khaja moinuddin chisti pasha,0,APRS,Gas cylinder,MALE,0.0,48.0,GENERAL,10th Pass,"Rs 48,80,000~ 48 Lacs+","Rs 1,62,000~ 1 Lacs+",353,5,358,1793324,1417984,0.02,0.03
Andhra Pradesh,Guntur,gayatri audhipudi,0,IND,Pen nib with seven rays,FEMALE,0.0,55.0,GENERAL,Graduate,"Rs 1,71,20,000~ 1 Crore+",Rs 0~,350,7,357,1793324,1417984,0.02,0.03
Andhra Pradesh,Guntur,shaik aslam akther,0,IND,Diamond,MALE,0.0,50.0,GENERAL,Graduate,"Rs 31,07,222~ 31 Lacs+","Rs 2,30,000~ 2 Lacs+",334,1,335,1793324,1417984,0.02,0.02
Andhra Pradesh,Guntur,ashok anand gali,0,IND,Batsman,MALE,0.0,39.0,SC,Graduate Professional,"Rs 73,00,000~ 73 Lacs+","Rs 20,63,384~ 20 Lacs+",335,0,335,1793324,1417984,0.02,0.02
Andhra Pradesh,Guntur,pathan khaja (basha),0,TLRDSMTP,Rubber stamp,MALE,0.0,45.0,GENERAL,Graduate,"Rs 2,00,000~ 2 Lacs+","Rs 14,00,000~ 14 Lacs+",328,4,332,1793324,1417984,0.02,0.02
Andhra Pradesh,Guntur,buraga ratnam,0,LJD,Whistle,MALE,0.0,53.0,SC,Graduate Professional,"Rs 4,70,13,655~ 4 Crore+","Rs 1,40,34,000~ 1 Crore+",304,12,316,1793324,1417984,0.02,0.02
Andhra Pradesh,Guntur,amarthaluri venkateswara rao.,0,MCPI,Computer,MALE,0.0,55.0,SC,Unknown,Unknown,Unknown,308,4,312,1793324,1417984,0.02,0.02
Andhra Pradesh,Guntur,dr. rayapudi rajesh vijay kumar,0,ILP(AP),Bread,MALE,0.0,40.0,SC,Doctorate,"Rs 40,000~ 40 Thou+",Rs 0~,306,4,310,1793324,1417984,0.02,0.02
Andhra Pradesh,Guntur,vankayalapati venkata siva ramanjaneyulu,0,IND,Camera,MALE,0.0,49.0,GENERAL,Graduate,"Rs 2,78,99,398~ 2 Crore+","Rs 20,44,512~ 20 Lacs+",268,0,268,1793324,1417984,0.01,0.02
Andhra Pradesh,Guntur,siva parvathi,0,IND,Mike,FEMALE,0.0,34.0,GENERAL,Graduate,"Rs 24,30,000~ 24 Lacs+",Rs 0~,262,4,266,1793324,1417984,0.01,0.02
Andhra Pradesh,Guntur,bommasani mutyala rao,0,AlPP,Cot,MALE,0.0,74.0,GENERAL,Graduate Professional,"Rs 1,15,51,000~ 1 Crore+",Rs 0~,200,7,207,1793324,1417984,0.01,0.01
Andhra Pradesh,Guntur,srikrishna akkisetti,0,IND,Robot,MALE,0.0,56.0,GENERAL,Graduate Professional,Nil,Rs 0~,179,0,179,1793324,1417984,0.01,0.01
Andhra Pradesh,Guntur,madavarapu naga raju,0,IND,Ring,MALE,0.0,45.0,SC,Illiterate,Nil,Rs 0~,172,0,172,1793324,1417984,0.01,0.01
Andhra Pradesh,Narsaraopet,lavu srikrishna devarayalu,1,TDP,Bicycle,MALE,0.0,41.0,GENERAL,Graduate Professional,"Rs 56,65,48,466~ 56 Crore+","Rs 6,80,88,135~ 6 Crore+",798097,9899,807996,1736162,1488370,46.54,54.29
Andhra Pradesh,Narsaraopet,anil kumar poluboina,0,YSRCP,Ceiling fan,MALE,1.0,44.0,GENERAL,Graduate Professional,"Rs 11,06,67,086~ 11 Crore+","Rs 2,00,75,212~ 2 Crore+",642186,6081,648267,1736162,1488370,37.34,43.56
Andhra Pradesh,Narsaraopet,garnepudi alexander sudhakar,0,INC,Hand,MALE,0.0,55.0,GENERAL,Graduate Professional,"Rs 1,76,61,990~ 1 Crore+","Rs 77,80,000~ 77 Lacs+",17520,526,18046,1736162,1488370,1.04,1.21
Andhra Pradesh,Narsaraopet,orsu premaraju,0,BSP,Elephant,MALE,0.0,61.0,GENERAL,10th Pass,"Rs 1,04,000~ 1 Lacs+",Rs 0~,5276,33,5309,1736162,1488370,0.31,0.36
Andhra Pradesh,Narsaraopet,kuchipudi john babu,0,JRBP,Coat,MALE,0.0,51.0,SC,Illiterate,"Rs 5,000~ 5 Thou+",Rs 0~,2328,8,2336,1736162,1488370,0.13,0.16
Andhra Pradesh,Narsaraopet,garlapati subhash prem,0,RSP,Electric pole,MALE,0.0,31.0,SC,Post Graduate,Unknown,Unknown,1243,2,1245,1736162,1488370,0.07,0.08
Andhra Pradesh,Narsaraopet,yampati veeranjaneya reddy,0,IND,Whistle,MALE,0.0,51.0,GENERAL,12th Pass,"Rs 87,93,500~ 87 Lacs+","Rs 15,79,387~ 15 Lacs+",1056,1,1057,1736162,1488370,0.06,0.07
Andhra Pradesh,Narsaraopet,subbarao challa,0,IND,Cot,MALE,16.0,40.0,GENERAL,10th Pass,"Rs 81,23,180~ 81 Lacs+","Rs 35,88,320~ 35 Lacs+",1051,0,1051,1736162,1488370,0.06,0.07
Andhra Pradesh,Narsaraopet,abdul rajak shaik,0,IND,Nagrik,MALE,0.0,48.0,GENERAL,Graduate Professional,"Rs 1,19,64,145~ 1 Crore+","Rs 8,00,000~ 8 Lacs+",718,5,723,1736162,1488370,0.04,0.05
Andhra Pradesh,Narsaraopet,kota pothuraju,0,PPOI,Television,MALE,0.0,53.0,GENERAL,5th Pass,"Rs 21,18,000~ 21 Lacs+","Rs 18,00,000~ 18 Lacs+",667,3,670,1736162,1488370,0.04,0.05
Andhra Pradesh,Narsaraopet,p venkatesh,0,JCVIVP,Gas cylinder,MALE,0.0,50.0,SC,5th Pass,"Rs 11,07,000~ 11 Lacs+",Rs 0~,385,3,388,1736162,1488370,0.02,0.03
Andhra Pradesh,Narsaraopet,pasupuleti pichaiah,0,NNKP,Gas Stove,MALE,0.0,37.0,GENERAL,Post Graduate,Unknown,Unknown,353,3,356,1736162,1488370,0.02,0.02
Andhra Pradesh,Narsaraopet,pappula sambasiva rao,0,NRCP,Bucket,MALE,0.0,54.0,SC,5th Pass,"Rs 2,09,477~ 2 Lacs+",Rs 0~,331,1,332,1736162,1488370,0.02,0.02
Andhra Pradesh,Narsaraopet,doctor goda ramesh kumar,0,JJSP,Pen stand,MALE,0.0,40.0,SC,Graduate Professional,Unknown,Unknown,305,4,309,1736162,1488370,0.02,0.02
