Year,Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Constituency Type,State
2024,2420,7583,Farooq Ahmad Bhat,BARAMULLA,National Youth Party,0,8th Pass,,,,Jammu and Kashmir
2024,2421,3923,Faruk Khan,DHUBRI,IND,1,Graduate,"Rs 32,19,196~ 32 Lacs+","Rs 48,797~ 48 Thou+",,Assam
2024,2422,8467,Fauji Jai Kawar Tyagi (Dixit),GURGAON,IND,0,8th Pass,"Rs 1,13,39,76,242~ 113 Crore+",Rs 0~,,Haryana
2024,2423,6323,Fayaz Ahmad Butt,SRINAGAR,IND,0,8th Pass,"Rs 50,39,670~ 50 Lacs+","Rs 56,50,788~ 56 Lacs+",,Jammu and Kashmir
2024,2424,366,Fazal Hussain,ALWAR,BSP,1,Graduate Professional,"Rs 11,99,74,900~ 11 Crore+","Rs 4,87,94,900~ 4 Crore+",,Rajasthan
2024,2425,691,"Ferozkhan, A.",ARANI,IND,0,Post Graduate,,,,Tamil Nadu
2024,2426,7575,Firdous Ahmad Bhat,BARAMULLA,IND,0,Post Graduate,"Rs 50,000~ 50 Thou+",Rs 0~,,Jammu and Kashmir
2024,2427,3179,Firoj Khan,KHAJURAHO,IND,3,12th Pass,"Rs 75,61,086~ 75 Lacs+","Rs 1,27,000~ 1 Lacs+",,Madhya Pradesh
2024,2428,9044,Firoza Khatun,KOLKATA DAKSHIN,BSP,0,5th Pass,"Rs 51,10,125~ 51 Lacs+",Rs 0~,,West Bengal
2024,2429,595,Fogal Bansod,CHHINDWARA,Republican Party of India (A),0,5th Pass,"Rs 94,000~ 94 Thou+",Rs 0~,,Madhya Pradesh
2024,2430,2938,Fojaram,JALORE,Indian Peoples Green Party,1,8th Pass,,,,Rajasthan
2024,2431,9282,Foji Angrej Singh Warwal,FIROZPUR,IND,1,Graduate,"Rs 49,45,000~ 49 Lacs+",Rs 0~,,Punjab
2024,2432,619,Foji Vijay Haldkar (Ex-Army),JABALPUR,IND,0,Graduate,"Rs 75,12,000~ 75 Lacs+","Rs 2,00,000~ 2 Lacs+",,Madhya Pradesh
2024,2433,8402,Fulachandr,JAUNPUR,Moulik Adhikar Party,0,8th Pass,"Rs 16,37,218~ 16 Lacs+",Rs 0~,,Uttar Pradesh
2024,2434,694,G Dhamodharan,ARANI,IND,0,5th Pass,"Rs 1,000~ 1 Thou+",Rs 0~,,Tamil Nadu
2024,2435,8579,G Jayram Das,JAMSHEDPUR,IND,0,Post Graduate,,,,Jharkhand
2024,2436,5300,G M Harish (Balayogi),AMALAPURAM,TDP,0,Graduate Professional,"Rs 10,53,89,128~ 10 Crore+","Rs 1,99,712~ 1 Lacs+",,Andhra Pradesh
2024,2437,7061,G Mallesham Goud,CHEVELLA,IND,3,Post Graduate,"Rs 6,40,00,000~ 6 Crore+","Rs 10,00,000~ 10 Lacs+",,Telangana
2024,2438,1405,G Mylsamy,ERODE,IND,0,10th Pass,"Rs 59,75,000~ 59 Lacs+","Rs 30,000~ 30 Thou+",,Tamil Nadu
2024,2439,1981,G N Ravi,CHIKKBALLAPUR,IND,0,Others,"Rs 80,52,000~ 80 Lacs+","Rs 3,00,000~ 3 Lacs+",,Karnataka
2024,2440,3054,G N. Kodandareddy,CHIKKBALLAPUR,IND,0,Post Graduate,,,,Karnataka
2024,2441,182,G Premkumar,SRIPERUMBUDUR,AIADMK,1,Post Graduate,"Rs 8,60,96,774~ 8 Crore+","Rs 50,35,763~ 50 Lacs+",,Tamil Nadu
2024,2442,1327,G Ramkumar,SRIPERUMBUDUR,IND,0,Post Graduate,"Rs 23,07,737~ 23 Lacs+","Rs 12,81,012~ 12 Lacs+",,Tamil Nadu
2024,2443,1630,G Selvaraj,RAMANATHAPURAM,Puthiya Makkal Tamil Desam Katchi,0,12th Pass,"Rs 68,13,000~ 68 Lacs+","Rs 55,00,000~ 55 Lacs+",,Tamil Nadu
2024,2444,1753,G Shanmugam,VELLORE,IND,0,5th Pass,"Rs 40,49,000~ 40 Lacs+",Rs 0~,,Tamil Nadu
2024,2445,1882,G Subramani Shetty,CHIKKBALLAPUR,Karnataka Rashtra Samithi,0,12th Pass,,,,Karnataka
2024,2446,536,G Sudhakar,ARAKKONAM,IND,0,10th Pass,"Rs 1,27,583~ 1 Lacs+","Rs 1,73,419~ 1 Lacs+",,Tamil Nadu
2024,2447,64,G Thamizhvendan,PUDUCHERRY,AIADMK,1,Others,"Rs 2,50,42,000~ 2 Crore+","Rs 1,52,08,000~ 1 Crore+",,Puducherry
2024,2448,4398,G. Jayadeva,SHIMOGA,IND,0,10th Pass,"Rs 1,37,200~ 1 Lacs+",Rs 0~,,Karnataka
2024,2449,5251,G. Kishan Reddy,SECUNDERABAD,BJP,0,Others,"Rs 19,22,41,721~ 19 Crore+","Rs 1,63,00,000~ 1 Crore+",,Telangana
2024,2450,3585,G. Kumar Naik,RAICHUR,INC,0,Graduate Professional,,,,Karnataka
2024,2451,557,G. Pichamuthu,CUDDALORE,IND,0,5th Pass,"Rs 12,56,045~ 12 Lacs+",Rs 0~,,Tamil Nadu
2024,2452,4376,G. Swamy,BELLARY,Navabharath Sena,0,10th Pass,"Rs 15,30,000~ 15 Lacs+","Rs 1,40,000~ 1 Lacs+",,Karnataka
2024,2453,6735,G.A.N. Anand,VISAKHAPATNAM,IND,0,Graduate,"Rs 2,000~ 2 Thou+",Rs 0~,,Andhra Pradesh
2024,2454,2056,G.D.Rajagopal (H.D.Kote),CHAMARAJANAGAR,IND,0,12th Pass,"Rs 1,83,000~ 1 Lacs+",Rs 0~,,Karnataka
2024,2455,4379,G.M. Barkath Ali Basha,DAVANAGERE,IND,0,Illiterate,,,,Karnataka
2024,2456,4421,G.M. Gayitri,DAVANAGERE,IND,0,Literate,"Rs 6,76,000~ 6 Lacs+","Rs 40,000~ 40 Thou+",,Karnataka
2024,2457,1475,G.Malarvizhi,TIRUPPUR,Rashtriya Samaj Paksha,0,Others,"Rs 17,97,500~ 17 Lacs+","Rs 10,50,000~ 10 Lacs+",,Tamil Nadu
2024,2458,3055,G.N.Venkatesh,CHIKKBALLAPUR,IND,0,Graduate Professional,"Rs 26,32,000~ 26 Lacs+","Rs 1,50,000~ 1 Lacs+",,Karnataka
2024,2459,1033,G.Omprakash,CHENNAI CENTRAL,IND,0,Graduate Professional,"Rs 5,89,000~ 5 Lacs+",Rs 0~,,Tamil Nadu
2024,2460,3422,G.S.Gayithri,DAVANAGERE,BJP,0,12th Pass,,,,Karnataka
2024,2461,5909,G.V.Ramana Reddy,ANANTHAPUR,IND,1,12th Pass,"Rs 5,14,19,000~ 5 Crore+","Rs 6,40,000~ 6 Lacs+",,Andhra Pradesh
2024,2462,5598,Gadda Sathish,KARIMNAGAR,IND,0,Graduate,"Rs 2,21,500~ 2 Lacs+",Rs 0~,,Telangana
2024,2463,5611,Gaddam Chiranjeevi,WARANGAL,IND,0,5th Pass,"Rs 41,000~ 41 Thou+",Rs 0~,,Telangana
2024,2464,5470,Gaddam Harish Goud,HYDERABAD,Dharma Samaj Party,0,Graduate Professional,"Rs 3,32,500~ 3 Lacs+",Rs 0~,,Telangana
2024,2465,5957,Gaddam Maruthi,PEDDAPALLE,IND,0,5th Pass,,,,Telangana
2024,2466,5885,Gaddam Vijay,NAGARKURNOOL,Bahujan Mukti Party,1,Graduate,"Rs 10,10,000~ 10 Lacs+",Rs 0~,,Telangana
2024,2467,6053,Gadde Vijaya Lakshmi,BAPATLA,IND,0,10th Pass,"Rs 15,000~ 15 Thou+",Rs 0~,,Andhra Pradesh
2024,2468,3930,Gaddigoudar Parvatgouda Chandangouda,BAGALKOT,BJP,0,Graduate Professional,"Rs 7,58,55,750~ 7 Crore+","Rs 2,44,46,219~ 2 Crore+",,Karnataka
2024,2469,3862,Gade Sanjay Kondiba,SATARA,IND,1,12th Pass,"Rs 43,71,600~ 43 Lacs+","Rs 2,50,000~ 2 Lacs+",,Maharashtra
2024,2470,5812,Gadila Anjaneyulu,MEDAK,IND,1,Graduate,,,,Telangana
2024,2471,6489,Gaffarkhan Jabbarkhan Pathan,BEED,IND,0,8th Pass,"Rs 7,24,000~ 7 Lacs+","Rs 80,000~ 80 Thou+",,Maharashtra
2024,2472,8973,Gagan Prakash Yadav,VARANASI,Apna Dal (Kamerawadi),5,Graduate Professional,"Rs 1,09,41,817~ 1 Crore+","Rs 13,73,000~ 13 Lacs+",,Uttar Pradesh
2024,2473,9115,Gagandeep,AMRITSAR,IND,0,12th Pass,"Rs 4,00,051~ 4 Lacs+","Rs 15,80,000~ 15 Lacs+",,Punjab
2024,2474,5555,Gaggera Venkata Ramanaiah,NANDYAL,IND,4,8th Pass,"Rs 93,00,000~ 93 Lacs+","Rs 81,82,000~ 81 Lacs+",,Andhra Pradesh
2024,2475,673,Gaikwad Manjusha Sachin,RAMTEK,Akhil Bhartiya Parivar Party,0,Graduate,,,,Maharashtra
2024,2476,6859,Gaikwad Niloba Changadeo,SHIRUR,IND,0,Graduate Professional,"Rs 39,63,245~ 39 Lacs+",Rs 0~,,Maharashtra
2024,2477,7096,Gaikwad Varsha Eknath,MUMBAI NORTH - CENTRAL,INC,7,Post Graduate,"Rs 7,68,48,656~ 7 Crore+","Rs 1,01,60,000~ 1 Crore+",,Maharashtra
2024,2478,3258,Gajanan Dattaramji Dhumal,NANDED,IND,0,Graduate,"Rs 10,75,000~ 10 Lacs+",Rs 0~,,Maharashtra
2024,2479,3311,Gajanan Dhondba Dal,HINGOLI,BSP,0,Post Graduate,"Rs 71,00,000~ 71 Lacs+",Rs 0~,,Maharashtra
2024,2480,3342,Gajanan Janardan Dhande,BULDHANA,IND,0,12th Pass,,,,Maharashtra
2024,2481,4023,Gajanan L. Pujari,CHIKKODI,IND,0,Graduate Professional,"Rs 71,97,879~ 71 Lacs+","Rs 13,00,501~ 13 Lacs+",,Karnataka
2024,2482,7488,Gajanan Tukaram Sonkamble,MUMBAI NORTH - WEST,IND,0,Graduate,"Rs 1,78,627~ 1 Lacs+",Rs 0~,,Maharashtra
2024,2483,4826,Gajanan Uttam Gawali (Patil),BARAMATI,IND,0,10th Pass,"Rs 24,05,169~ 24 Lacs+",Rs 0~,,Maharashtra
2024,2484,4482,Gajanand Kushwah,GUNA,IND,0,Post Graduate,"Rs 2,53,93,995~ 2 Crore+","Rs 2,98,400~ 2 Lacs+",,Madhya Pradesh
2024,2485,1838,Gajendra,CHITTORGARH,IND,0,5th Pass,,,,Rajasthan
2024,2486,7498,Gajendra Prasad Chaursiya,SARAN,Janhit Kisan Party,0,12th Pass,"Rs 14,50,000~ 14 Lacs+",Rs 0~,,Bihar
2024,2487,4795,Gajendra Singh,GWALIOR,IND,0,Graduate Professional,"Rs 1,39,70,776~ 1 Crore+","Rs 29,72,021~ 29 Lacs+",,Madhya Pradesh
2024,2488,6416,Gajendra Singh Patel,KHARGONE,BJP,0,Graduate Professional,"Rs 9,98,24,946~ 9 Crore+","Rs 44,97,445~ 44 Lacs+",,Madhya Pradesh
2024,2489,1843,Gajendra Singh Shekhawat,JODHPUR,BJP,0,Post Graduate,"Rs 19,30,27,658~ 19 Crore+","Rs 1,98,62,350~ 1 Crore+",,Rajasthan
2024,2490,685,"Gajendran, G.V.",ARANI,AIADMK,1,Graduate,,,,Tamil Nadu
2024,2491,9641,Gajjan Singh,ANANDPUR SAHIB,IND,2,10th Pass,"Rs 3,49,35,488~ 3 Crore+","Rs 54,89,014~ 54 Lacs+",,Punjab
2024,2492,5536,Gajula Shalimiya,NANDYAL,Anna YSR Congress Party,0,5th Pass,"Rs 16,70,000~ 16 Lacs+",Rs 0~,,Andhra Pradesh
2024,2493,6679,Gajula Soma Sekhar,NELLORE,Jai Bharat National Party,0,12th Pass,"Rs 29,58,995~ 29 Lacs+","Rs 27,56,904~ 27 Lacs+",,Andhra Pradesh
2024,2494,5886,Galimudi Geetha,NAGARKURNOOL,IND,0,10th Pass,"Rs 11,84,500~ 11 Lacs+","Rs 50,000~ 50 Thou+",,Telangana
2024,2495,6949,Galphade Arjun Bhagwanrao,AURANGABAD,Rashtriya Kisan Bahujan Party,1,Graduate,,,,
2024,2496,6728,Ganapathi. Jagadeeswara Rao (Jagadeesh),VISAKHAPATNAM,Jai Maha Bharath Party,0,Post Graduate,"Rs 17,36,804~ 17 Lacs+",Rs 0~,,Andhra Pradesh
2024,2497,1352,Ganapathy Rajkumar P,COIMBATORE,DMK,1,Doctorate,"Rs 89,03,97,608~ 89 Crore+","Rs 3,32,84,669~ 3 Crore+",,Tamil Nadu
2024,2498,3408,Ganapati Hegde,UTTARA KANNADA,SUCI(C),0,10th Pass,"Rs 5,25,655~ 5 Lacs+",Rs 0~,,Karnataka
2024,2499,3388,Ganapati Rathod (Hanjagi),BIJAPUR,Karnataka Rashtra Samithi,1,Literate,"Rs 28,82,500~ 28 Lacs+","Rs 5,10,000~ 5 Lacs+",,Karnataka
2024,2500,1696,Ganauri Pandit,NAWADA,Peoples Party of India (Democratic),1,Doctorate,,,,Bihar
2024,2501,6663,Gandhi Dhanekula,MACHILIPATNAM,IND,0,10th Pass,"Rs 21,00,000~ 21 Lacs+","Rs 96,000~ 96 Thou+",,Andhra Pradesh
2024,2502,1740,Gandhimallar S M,THOOTHUKKUDI,IND,3,10th Pass,"Rs 12,13,500~ 12 Lacs+","Rs 20,000~ 20 Thou+",,Tamil Nadu
2024,2503,6745,Gandikota Rajesh,VISAKHAPATNAM,Navataram Party,0,Graduate,"Rs 6,90,000~ 6 Lacs+",Rs 0~,,Andhra Pradesh
2024,2504,3022,Ganesh,CHITRADURGA,IND,0,Illiterate,"Rs 5,15,500~ 5 Lacs+",Rs 0~,,Karnataka
2024,2505,7411,Ganesh Balasaheb Boraste,NASHIK,IND,1,Others,,,,Maharashtra
2024,2506,5963,Ganesh Bhargavi Gunde,SECUNDERABAD,Jai Bharat National Party,0,Post Graduate,"Rs 97,600~ 97 Thou+","Rs 43,50,000~ 43 Lacs+",,Telangana
2024,2507,2365,Ganesh Choudhary,JAMMU,Hindustan Shakti Sena,1,8th Pass,"Rs 7,70,000~ 7 Lacs+",Rs 0~,,Jammu and Kashmir
2024,2508,982,Ganesh Godiyal,GARHWAL,INC,0,Graduate,"Rs 5,42,29,805~ 5 Crore+","Rs 1,74,00,000~ 1 Crore+",,Uttarakhand
2024,2509,2230,Ganesh Kumar Kushawaha,BANKA,Samata Party,1,Literate,"Rs 55,73,000~ 55 Lacs+","Rs 1,00,000~ 1 Lacs+",,Bihar
2024,2510,680,"Ganesh Kumar, U.",ARANI,IND,0,Graduate Professional,,,,Tamil Nadu
2024,2511,1852,Ganesh Meena,TONK-SAWAI MADHOPUR,Indian Peoples Green Party,0,10th Pass,"Rs 3,54,000~ 3 Lacs+",Rs 0~,,Rajasthan
2024,2512,3317,Ganesh Nanaji Ramteke,AMRAVATI,Akhil Bhartiya Parivar Party,0,Post Graduate,"Rs 17,65,870~ 17 Lacs+",Rs 0~,,Maharashtra
2024,2513,7538,Ganesh Ram,JHANSI,IND,0,Graduate,"Rs 21,60,000~ 21 Lacs+","Rs 4,90,473~ 4 Lacs+",,Uttar Pradesh
2024,2514,2871,Ganesh Ram Dhruw,MAHASAMUND,Hamar Raj Party,0,8th Pass,"Rs 4,15,593~ 4 Lacs+","Rs 1,00,000~ 1 Lacs+",,Chhattisgarh
2024,2515,6258,Ganesh Ravi,PALAMU,IND,0,12th Pass,,,,Jharkhand
2024,2516,1836,Ganesh Singh,SATNA,BJP,3,Post Graduate,"Rs 9,46,81,128~ 9 Crore+","Rs 2,28,64,373~ 2 Crore+",,Madhya Pradesh
2024,2517,3815,Ganesh. B (Belli),SHIMOGA,IND,2,12th Pass,"Rs 1,04,63,055~ 1 Crore+","Rs 75,000~ 75 Thou+",,Karnataka
2024,2518,1171,Ganeshamoorthi A,NILGIRIS,BSP,0,10th Pass,"Rs 48,41,000~ 48 Lacs+",Rs 0~,,Tamil Nadu
2024,2519,769,Ganeshamoorthi G,VIRUDHUNAGAR,IND,0,Graduate Professional,"Rs 7,21,912~ 7 Lacs+","Rs 2,00,000~ 2 Lacs+",,Tamil Nadu
2024,2520,6673,Ganeswara Rao Paramata,RAJAHMUNDRY,BSP,0,Post Graduate,,,,Andhra Pradesh
2024,2521,6438,Ganga Malviya,UJJAIN,IND,0,5th Pass,"Rs 1,72,000~ 1 Lacs+",Rs 0~,,Madhya Pradesh
2024,2522,4041,Ganga Prasad Yadav,JHANJHARPUR,IND,1,8th Pass,"Rs 23,15,500~ 23 Lacs+",Rs 0~,,Bihar
2024,2523,876,Ganga Ram Sharma,MORADABAD,Rashtriya Congress(J) Party,0,Graduate,"Rs 10,20,000~ 10 Lacs+",Rs 0~,,Uttar Pradesh
2024,2524,8138,Gangadeen,LALGANJ,CPI,0,8th Pass,"Rs 27,30,000~ 27 Lacs+",Rs 0~,,Uttar Pradesh
2024,2525,5389,Gangadevi Mesram,ADILABAD,Dharma Samaj Party,0,10th Pass,,,,Telangana
2024,2526,3578,Gangadhar Badiger,HAVERI,SUCI(C),0,Graduate Professional,"Rs 80,260~ 80 Thou+",Rs 0~,,Karnataka
2024,2527,2046,Gangadhar Bahujan,HASSAN,BSP,0,Post Graduate,"Rs 50,64,100~ 50 Lacs+","Rs 20,000~ 20 Thou+",,Karnataka
2024,2528,6559,Gangadhar Haribhau Kolekar,AHMEDNAGAR,IND,1,12th Pass,"Rs 15,03,983~ 15 Lacs+",Rs 0~,,Maharashtra
2024,2529,6361,Gangadhar Jal,KALAHANDI,IND,0,Graduate,"Rs 4,81,14,562~ 4 Crore+","Rs 20,00,000~ 20 Lacs+",,Odisha
2024,2530,6870,Gangadhar Rajaram Kadam,SHIRDI,IND,0,Graduate,,,,Maharashtra
2024,2531,5709,Gangireddy Koti Reddy,KHAMMAM,IND,0,Graduate,Nil,Rs 0~,,Telangana
2024,2532,7002,Ganipaka Pradeep,WARANGAL,IND,0,Post Graduate,"Rs 21,000~ 21 Thou+",Rs 0~,,Telangana
2024,2533,6696,Ganji Purnima,NARSAPURAM,Republican Party of India (A),0,Graduate,"Rs 11,22,085~ 11 Lacs+","Rs 6,25,000~ 6 Lacs+",,Andhra Pradesh
2024,2534,7001,Gannarapu Ravinder,WARANGAL,IND,0,12th Pass,"Rs 3,07,000~ 3 Lacs+","Rs 65,000~ 65 Thou+",,Telangana
2024,2535,5574,Ganta Charitha Rao,NIZAMABAD,IND,0,Post Graduate,,,,Telangana
2024,2536,5504,Gantlavelli Rakesh,MAHBUBNAGAR,Dharma Samaj Party,0,Post Graduate,"Rs 3,61,000~ 3 Lacs+",Rs 0~,,Telangana
2024,2537,5853,Gara Surya Rao,ANAKAPALLE,IND,0,Post Graduate,"Rs 81,50,000~ 81 Lacs+",Rs 0~,,Andhra Pradesh
2024,2538,8836,Garib Dass Katoch,HAMIRPUR,IND,0,12th Pass,"Rs 1,85,90,000~ 1 Crore+","Rs 9,85,000~ 9 Lacs+",,Uttar Pradesh
2024,2539,3926,Garjan Mashahary,KOKRAJHAR,INC,0,12th Pass,"Rs 18,52,090~ 18 Lacs+",Rs 0~,,Assam
2024,2540,6708,Garlapati Subhash Prem,NARSARAOPET,Revolutionary Socialist Party,0,Post Graduate,,,,Andhra Pradesh
2024,2541,5277,Garnepudi Alexander Sudhakar,NARSARAOPET,INC,0,Graduate Professional,"Rs 1,76,61,990~ 1 Crore+","Rs 77,80,000~ 77 Lacs+",,Andhra Pradesh
2024,2542,498,Garudadri Anand Kumar,NAGPUR,Akhil Bhartiya Parivar Party,0,Graduate,"Rs 88,65,556~ 88 Lacs+","Rs 66,08,599~ 66 Lacs+",,Maharashtra
2024,2543,5606,Gattaiah Yadav Barige,KARIMNAGAR,IND,0,10th Pass,"Rs 70,48,000~ 70 Lacs+","Rs 5,20,000~ 5 Lacs+",,Telangana
2024,2544,8678,Gaubhagat Sumit Lather,SONIPAT,IND,2,Post Graduate,"Rs 2,18,60,500~ 2 Crore+","Rs 3,80,000~ 3 Lacs+",,Haryana
2024,2545,260,Gaurav Gogoi,JORHAT,INC,1,Post Graduate,,,,Assam
2024,2546,7644,Gaurav Verma,LUCKNOW,Hindu Samaj Party,1,Graduate,"Rs 48,20,779~ 48 Lacs+",Rs 0~,,Uttar Pradesh
2024,2547,4104,Gauri Sankar Sarania,KOKRAJHAR,AITC,0,Graduate,"Rs 83,08,494~ 83 Lacs+",Rs 0~,,Assam
2024,2548,4108,Gauri Shankar Sahu,JHANJHARPUR,IND,0,Graduate,"Rs 11,58,52,062~ 11 Crore+",Rs 0~,,Bihar
2024,2549,1955,Gautam Alias Ananta Ramdas Ingale,AMRAVATI,IND,0,8th Pass,"Rs 2,02,50,390~ 2 Crore+","Rs 12,33,000~ 12 Lacs+",,Maharashtra
2024,2550,8312,Gautam Anand,SOUTH DELHI,All India Forward Bloc,0,Post Graduate,,,,NCT OF Delhi
2024,2551,3334,Gautam Kisanrao Maghade,BULDHANA,BSP,0,Graduate,"Rs 1,11,39,500~ 1 Crore+","Rs 7,70,000~ 7 Lacs+",,Maharashtra
2024,2552,1697,Gautam Kumar Babloo,NAWADA,Bhagidari Party(P),0,Graduate,"Rs 43,96,138~ 43 Lacs+",Rs 0~,,Bihar
2024,2553,6578,Gavade Macchindra Radhakisan,AHMEDNAGAR,IND,0,8th Pass,"Rs 55,55,000~ 55 Lacs+",Rs 0~,,Maharashtra
2024,2554,5607,Gavvala Laxmi,KARIMNAGAR,IND,0,Post Graduate,"Rs 18,19,000~ 18 Lacs+","Rs 1,60,000~ 1 Lacs+",,Telangana
2024,2555,7733,Gawali Pravin Shivaji,KALYAN,Apni Prajahit Party,0,8th Pass,,,,Maharashtra
2024,2556,8796,Gaya Prasad,BANSGAON,IND,1,10th Pass,"Rs 17,66,450~ 17 Lacs+",Rs 0~,,Uttar Pradesh
2024,2557,6146,Gayatri Audhipudi,GUNTUR,IND,0,Graduate,"Rs 1,71,20,000~ 1 Crore+",Rs 0~,,Andhra Pradesh
2024,2558,6699,Gedala Laxmana Rao,NARSAPURAM,IND,0,10th Pass,"Rs 16,02,823~ 16 Lacs+","Rs 27,000~ 27 Thou+",,Andhra Pradesh
2024,2559,5396,Gedam Sagar,ADILABAD,India Praja Bandhu Party,0,Graduate,"Rs 49,87,000~ 49 Lacs+","Rs 25,50,000~ 25 Lacs+",,Telangana
2024,2560,4724,Gediya Krushanavadan Hariprasadbhai,SURENDRANAGAR,IND,0,12th Pass,,,,Gujarat
2024,2561,8335,Geeta Devi,PRATAPGARH,Bhartiya Lokmat Rashtrwadi Party,0,8th Pass,"Rs 9,40,000~ 9 Lacs+",Rs 0~,,Uttar Pradesh
2024,2562,5158,Geeta Kora,SINGHBHUM,BJP,1,Graduate,"Rs 4,12,45,715~ 4 Crore+","Rs 62,32,289~ 62 Lacs+",,Jharkhand
2024,2563,142,Geeta M,KANNIYAKUMARI,Thakkam Katchi,0,Graduate,"Rs 48,37,200~ 48 Lacs+","Rs 29,56,105~ 29 Lacs+",,Tamil Nadu
2024,2564,8383,Geeta Rani Sharma,ALLAHABAD,IND,0,Graduate Professional,"Rs 5,21,29,233~ 5 Crore+","Rs 6,10,000~ 6 Lacs+",,Uttar Pradesh
2024,2565,3418,Geetha Shivarajkumar,SHIMOGA,INC,0,Graduate,,,,Karnataka
2024,2566,8749,Gejja Ram,FATEHGARH SAHIB,BJP,0,10th Pass,"Rs 1,19,27,482~ 1 Crore+","Rs 6,00,000~ 6 Lacs+",,Punjab
2024,2567,3453,Geniben Nagaji Thakor,BANASKANTHA,INC,1,Graduate,"Rs 85,33,965~ 85 Lacs+","Rs 6,27,886~ 6 Lacs+",,Gujarat
2024,2568,4571,Ghagha Masihullah Abdulhamid,PATAN,Social Democratic Party Of India,1,Literate,"Rs 60,18,700~ 60 Lacs+",Rs 0~,,Gujarat
2024,2569,264,Ghana Kanta Chutia,LAKHIMPUR,AITC,0,Post Graduate,"Rs 1,91,72,000~ 1 Crore+","Rs 10,59,000~ 10 Lacs+",,Assam
2024,2570,4523,Ghanshyam Alias Sadhelal Bhardwaj,BILASPUR,IND,0,12th Pass,,,,Chhattisgarh
2024,2571,9475,Ghanshyam Prasad Singh,NALANDA,IND,0,Doctorate,"Rs 89,15,158~ 89 Lacs+","Rs 45,503~ 45 Thou+",,Bihar
2024,2572,3479,Ghanshyam Singh,HATHRAS,Swaraj Bhartiya Nyay Party,0,Post Graduate,"Rs 1,00,08,000~ 1 Crore+","Rs 5,40,000~ 5 Lacs+",,Uttar Pradesh
2024,2573,1988,Ghanshyam Singh,RAJSAMAND,Bhartiya Jan Adhikar Party,0,Graduate,"Rs 21,32,08,000~ 21 Crore+",Rs 0~,,Rajasthan
2024,2574,905,Ghanshyam Singh Lodhi,RAMPUR,BJP,0,Others,"Rs 3,30,08,926~ 3 Crore+","Rs 8,46,397~ 8 Lacs+",,Uttar Pradesh
2024,2575,3318,Ghazi Saaduddin Zaheer Ahmed,AMRAVATI,Rashtriya Ulama Council,1,12th Pass,,,,Maharashtra
2024,2576,6959,Ghuge Nitin Pundlik,AURANGABAD,IND,0,Graduate,"Rs 50,000~ 50 Thou+",Rs 0~,,
2024,2577,4262,Ghugha Alarakhabhai Ishakbhai,JAMNAGAR,IND,0,Illiterate,"Rs 2,51,100~ 2 Lacs+",Rs 0~,,Gujarat
2024,2578,6320,Ghulam Mohammad Wani,SRINAGAR,IND,0,12th Pass,"Rs 1,25,000~ 1 Lacs+",Rs 0~,,Jammu and Kashmir
2024,2579,758,Ghulam Mohd Saroori,UDHAMPUR,IND,0,10th Pass,"Rs 6,76,06,025~ 6 Crore+","Rs 30,00,000~ 30 Lacs+",,Jammu and Kashmir
2024,2580,633,Ghur Singh Sallam,MANDLA,IND,0,5th Pass,,,,Madhya Pradesh
2024,2581,5824,Giddi Jnana Prakasarao,AMALAPURAM,Republican Party of India,0,Graduate Professional,"Rs 15,06,800~ 15 Lacs+",Rs 0~,,Andhra Pradesh
2024,2582,5271,Gidugu Rudraraju,RAJAHMUNDRY,INC,1,Post Graduate,"Rs 3,53,94,877~ 3 Crore+","Rs 93,41,000~ 93 Lacs+",,Andhra Pradesh
2024,2583,2461,Giran Singh,KHAJURAHO,Bhartiya Shakti Chetna Party,0,Not Given,"Rs 1,02,27,000~ 1 Crore+",Rs 0~,,Madhya Pradesh
2024,2584,1676,Giridhar Sapera,GAYA,The National Road Map Party of India,0,12th Pass,"Rs 86,19,570~ 86 Lacs+",Rs 0~,,Bihar
2024,2585,2229,Giridhari Yadav,BANKA,JD(U),0,Post Graduate,,,,Bihar
2024,2586,5058,Giriraj Singh,BEGUSARAI,BJP,3,Graduate,"Rs 14,31,69,297~ 14 Crore+","Rs 90,00,000~ 90 Lacs+",,Bihar
2024,2587,2501,Girish Chandra,BULANDSHAHR,BSP,0,Graduate,"Rs 5,13,56,772~ 5 Crore+","Rs 86,45,899~ 86 Lacs+",,Uttar Pradesh
2024,2588,8077,Girish Lal,SULTANPUR,Azad Party,0,Post Graduate,"Rs 47,31,677~ 47 Lacs+","Rs 70,000~ 70 Thou+",,Uttar Pradesh
2024,2589,4927,Girish Prabhakar Shete,MADHA,IND,0,12th Pass,"Rs 11,95,35,515~ 11 Crore+",Rs 0~,,Maharashtra
2024,2590,6282,Girjanandan Uraon,LOHARDAGA,BSP,0,10th Pass,,,,Jharkhand
2024,2591,8442,Girraj,FARIDABAD,IND,2,10th Pass,"Rs 26,03,381~ 26 Lacs+","Rs 71,700~ 71 Thou+",,Haryana
2024,2592,2887,Girraj Prasad Meena,TONK-SAWAI MADHOPUR,IND,0,Graduate,"Rs 61,05,000~ 61 Lacs+",Rs 0~,,Rajasthan
