Year,Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Constituency Type,State
2024,4246,927,Manoj Rana,KAIRANA,IND,0,Literate,"Rs 3,11,19,165~ 3 Crore+",Rs 0~,,Uttar Pradesh
2024,4247,7258,Manoj Shravan Nayak,MUMBAI NORTH - WEST,Right to Recall Party,0,10th Pass,"Rs 41,07,100~ 41 Lacs+",Rs 0~,,Maharashtra
2024,4248,13,Manoj Tigga,ALIPURDUARS,BJP,6,Graduate,"Rs 57,51,023~ 57 Lacs+","Rs 16,02,698~ 16 Lacs+",,West Bengal
2024,4249,7903,Manoj Tiwari,NORTH EAST DELHI,BJP,2,Post Graduate,"Rs 32,81,62,601~ 32 Crore+","Rs 1,01,71,659~ 1 Crore+",,Delhi
2024,4250,3657,Manoj Verma,RAIPUR,IND,0,10th Pass,,,,Chhattisgarh
2024,4251,6966,Manoj Vinayakrao Ghodkay,AURANGABAD,IND,0,Graduate Professional,"Rs 1,32,05,481~ 1 Crore+","Rs 18,00,000~ 18 Lacs+",,
2024,4252,5040,Manojsinh Ranajitsinh Rathod,PANCHMAHAL,IND,1,10th Pass,"Rs 1,85,500~ 1 Lacs+","Rs 4,47,844~ 4 Lacs+",,Gujarat
2024,4253,8724,Manoranjan Bhattacharya,RANCHI,IND,0,12th Pass,"Rs 15,50,100~ 15 Lacs+",Rs 0~,,Jharkhand
2024,4254,7390,Manoranjan Kumar,MUZAFFARPUR,IND,0,10th Pass,"Rs 2,60,03,044~ 2 Crore+","Rs 2,51,408~ 2 Lacs+",,Bihar
2024,4255,4615,Manoranjan Talukdar,BARPETA,CPI(M),0,Graduate,,,,Assam
2024,4256,9241,Manpreet Shant,FARIDKOT,IND,0,12th Pass,"Rs 32,34,000~ 32 Lacs+",Rs 0~,,Punjab
2024,4257,2168,Mansoor Ali Khan,BANGALORE CENTRAL,INC,1,Graduate Professional,"Rs 97,33,33,614~ 97 Crore+","Rs 9,03,50,693~ 9 Crore+",,Karnataka
2024,4258,217,Mansoor Ali Khan,VELLORE,IND,0,8th Pass,"Rs 3,32,86,873~ 3 Crore+",Rs 0~,,Tamil Nadu
2024,4259,3455,Mansukhbhai Dhanjibhai Vasava,BHARUCH,BJP,0,Post Graduate,"Rs 2,54,99,808~ 2 Crore+","Rs 11,04,414~ 11 Lacs+",,Gujarat
2024,4260,3597,Mansungbhai Mashrubhai Parmar,BANASKANTHA,BSP,0,8th Pass,,,,Gujarat
2024,4261,4555,Mansuri Suhana,GANDHINAGAR,IND,0,10th Pass,"Rs 57,25,000~ 57 Lacs+",Rs 0~,,Gujarat
2024,4262,1859,Manthara Velayudhan,MAVELIKKARA,IND,0,12th Pass,"Rs 14,12,000~ 14 Lacs+","Rs 2,50,000~ 2 Lacs+",,Kerala
2024,4263,6213,Mantu Dhibar,BOLPUR,Hindustan Shakti Sena,0,12th Pass,"Rs 30,35,000~ 30 Lacs+",Rs 0~,,West Bengal
2024,4264,9610,Mantu Sethi,JAJPUR,Janta Darbar Party,0,5th Pass,"Rs 9,90,448~ 9 Lacs+",Rs 0~,,Odisha
2024,4265,2444,Manu Singh Maravi,DAMOH,Bharat Adivasi Party,0,5th Pass,,,,Madhya Pradesh
2024,4266,883,Manuj Verma,MUZAFFARNAGAR,IND,0,5th Pass,"Rs 4,64,700~ 4 Lacs+",Rs 0~,,Uttar Pradesh
2024,4267,6652,Maradani K R Swamy,MACHILIPATNAM,Jai Maha Bharath Party,0,8th Pass,"Rs 1,00,000~ 1 Lacs+",Rs 0~,,Andhra Pradesh
2024,4268,5775,Maram Venkat Reddy,NALGONDA,IND,0,10th Pass,"Rs 30,500~ 30 Thou+","Rs 1,00,000~ 1 Lacs+",,Telangana
2024,4269,2612,Marang Hansada,KATIHAR,Peoples Party of India (Democratic),0,Post Graduate,"Rs 8,878~ 8 Thou+",Rs 0~,,Bihar
2024,4270,8593,Maratha Virender Verma,KARNAL,Nationalist Congress Party – Sharadchandra Pawar,0,Graduate Professional,,,,Haryana
2024,4271,5486,Marepalli Mogilaiah,KARIMNAGAR,BSP,0,Graduate,"Rs 43,79,000~ 43 Lacs+","Rs 5,00,000~ 5 Lacs+",,Telangana
2024,4272,5835,Marepally Laxminarayana,MEDAK,IND,0,Others,"Rs 52,17,000~ 52 Lacs+",Rs 0~,,Telangana
2024,4273,140,Maria Jennifer Clara Michael,KANNIYAKUMARI,Naam Tamilar Katchi,0,Post Graduate,"Rs 6,60,94,282~ 6 Crore+","Rs 2,81,65,390~ 2 Crore+",,Tamil Nadu
2024,4274,6292,Marianus Tigga,LOHARDAGA,IND,0,Graduate,"Rs 1,18,95,000~ 1 Crore+","Rs 46,18,000~ 46 Lacs+",,Jharkhand
2024,4275,766,Marieeswari M,VIRUDHUNAGAR,IND,0,8th Pass,,,,Tamil Nadu
2024,4276,774,Mariselvam S,VIRUDHUNAGAR,All India People Development Party,0,5th Pass,"Rs 5,00,000~ 5 Lacs+","Rs 70,000~ 70 Thou+",,Tamil Nadu
2024,4277,6591,Mariserla Krishnamurthy Naidu,VIZIANAGARAM,IND,0,Others,"Rs 1,58,40,000~ 1 Crore+","Rs 28,07,000~ 28 Lacs+",,Andhra Pradesh
2024,4278,9339,Mariyam Marandi,RAJMAHAL,BSP,0,10th Pass,"Rs 12,34,631~ 12 Lacs+",Rs 0~,,Jharkhand
2024,4279,5503,Marla Anjaneyulu,MAHBUBNAGAR,Jai Swaraj Party,2,10th Pass,"Rs 30,000~ 30 Thou+",Rs 0~,,Telangana
2024,4280,3351,Maroti Gulabrao Uike,WARDHA,Gondvana Gantantra Party,0,10th Pass,,,,Maharashtra
2024,4281,5760,Marri Nehemiah,NALGONDA,IND,0,12th Pass,"Rs 7,68,000~ 7 Lacs+",Rs 0~,,Telangana
2024,4282,7972,Marshal Tudu,BANKURA,IND,0,Graduate,"Rs 23,97,308~ 23 Lacs+","Rs 10,08,775~ 10 Lacs+",,West Bengal
2024,4283,4651,Maruti Dhondiram Jankar,SATARA,IND,0,12th Pass,"Rs 20,65,000~ 20 Lacs+",Rs 0~,,Maharashtra
2024,4284,4620,Maruti Ramachandra Joshi,RATNAGIRI - SINDHUDURG,Vanchit Bahujan Aaghadi,0,8th Pass,"Rs 14,83,520~ 14 Lacs+",Rs 0~,,
2024,4285,8127,Mashhod Sabeeha Ansari,AZAMGARH,BSP,0,Graduate Professional,,,,Uttar Pradesh
2024,4286,9127,Master Harjinder Pal,AMRITSAR,IND,0,Post Graduate,"Rs 55,55,689~ 55 Lacs+",Rs 0~,,Punjab
2024,4287,1835,Master Ji Ajit Kumar Jayswal,SATNA,Peoples Party of India (Democratic),0,Doctorate,"Rs 1,69,25,000~ 1 Crore+",Rs 0~,,Madhya Pradesh
2024,4288,8900,Master Parshotam Lal Bilga,JALANDHAR,CPI(M),0,Post Graduate,"Rs 2,25,432~ 2 Lacs+","Rs 6,50,000~ 6 Lacs+",,Punjab
2024,4289,8517,Master Randhir Singh,ROHTAK,IND,0,Post Graduate,Rs 2~,Rs 0~,,Haryana
2024,4290,8669,Master Vijender Jitpura,HISAR,SUCI(C),0,Graduate,,,,Haryana
2024,4291,7551,Mateen Ahmed Rangrej,MUMBAI SOUTH,IND,0,10th Pass,"Rs 26,77,000~ 26 Lacs+",Rs 0~,,Maharashtra
2024,4292,96,Mathankumar. G,CHENNAI NORTH,IND,0,8th Pass,"Rs 3,60,000~ 3 Lacs+",Rs 0~,,Tamil Nadu
2024,4293,164,Matheswaran V S,NAMAKKAL,DMK,3,10th Pass,"Rs 4,72,97,973~ 4 Crore+","Rs 50,39,079~ 50 Lacs+",,Tamil Nadu
2024,4294,8524,Mathura Prasad Mahato,GIRIDIH,JMM,0,10th Pass,"Rs 4,48,70,755~ 4 Crore+","Rs 64,05,483~ 64 Lacs+",,Jharkhand
2024,4295,4612,Matiar Rahman,BARPETA,IND,0,8th Pass,,,,Assam
2024,4296,4559,Maurya Sumitra Devnarian,GANDHINAGAR,Prajatantra Aadhar Party,0,Post Graduate,"Rs 29,36,484~ 29 Lacs+","Rs 5,43,743~ 5 Lacs+",,Gujarat
2024,4297,2635,Maxim Pinto,DAKSHINA KANNADA,IND,0,10th Pass,"Rs 2,30,06,875~ 2 Crore+","Rs 1,20,00,000~ 1 Crore+",,Karnataka
2024,4298,777,Mayak Kannan B,VIRUDHUNAGAR,IND,0,10th Pass,"Rs 3,09,050~ 3 Lacs+",Rs 0~,,Tamil Nadu
2024,4299,6635,Mayana Mohammed Salman Khan,RAJAMPET,Liberation Congress Party,0,Graduate Professional,"Rs 40,000~ 40 Thou+",Rs 0~,,Andhra Pradesh
2024,4300,7182,Mayank Dwivedi,BANDA,BSP,0,Graduate,,,,Uttar Pradesh
2024,4301,853,Mayilamparai Mari A,KALLAKURICHI,IND,0,Illiterate,"Rs 18,00,000~ 18 Lacs+",Rs 0~,,Tamil Nadu
2024,4302,2781,Md Abrahim Hoque,RAIGANJ,IND,0,10th Pass,"Rs 2,78,000~ 2 Lacs+",Rs 0~,,West Bengal
2024,4303,8988,Md Abul Kalam Molla,BASIRHAT,BSP,0,Post Graduate,"Rs 16,40,551~ 16 Lacs+",Rs 0~,,West Bengal
2024,4304,7795,Md Abuzar Khan,CHATRA,IND,1,Graduate,"Rs 28,20,200~ 28 Lacs+","Rs 6,00,000~ 6 Lacs+",,Jharkhand
2024,4305,7919,Md Ahamadullah Khan,KANTHI,IND,0,Post Graduate,,,,West Bengal
2024,4306,8525,Md Ainul Ansari,GIRIDIH,Bahujan Mukti Party,0,12th Pass,"Rs 15,58,000~ 15 Lacs+","Rs 50,000~ 50 Thou+",,Jharkhand
2024,4307,7130,Md Ali Ashraf Fatmi,MADHUBANI,RJD,0,Graduate,"Rs 2,48,78,682~ 2 Crore+",Rs 0~,,Bihar
2024,4308,4754,Md Arshad Hussain,MADHEPURA,BSP,0,Graduate,"Rs 23,10,000~ 23 Lacs+",Rs 0~,,Bihar
2024,4309,4165,Md Asadul Biswas,JANGIPUR,IND,0,12th Pass,"Rs 3,21,549~ 3 Lacs+",Rs 0~,,West Bengal
2024,4310,9516,Md Farooque Raza,PATALIPUTRA,All India Majlis-E-Ittehadul Muslimeen,2,12th Pass,,,,
2024,4311,3685,Md Faruque Hossain,MALDAHA UTTAR,IND,0,Post Graduate,"Rs 49,12,924~ 49 Lacs+","Rs 2,50,000~ 2 Lacs+",,West Bengal
2024,4312,4773,Md Ghousul Azam,ARARIA,BSP,0,10th Pass,"Rs 1,60,50,000~ 1 Crore+","Rs 14,00,000~ 14 Lacs+",,Bihar
2024,4313,2703,Md Gufran Jamali,KISHANGANJ,IND,2,Post Graduate,"Rs 52,000~ 52 Thou+",Rs 0~,,Bihar
2024,4314,7382,Md Haidar,MUZAFFARPUR,IND,0,5th Pass,"Rs 7,10,100~ 7 Lacs+",Rs 0~,,Bihar
2024,4315,7116,Md Jamir Hossain,BARRACKPUR,All India Secular Front,0,Graduate Professional,,,,West Bengal
2024,4316,7870,Md Kalam Sai,PASCHIM CHAMPARAN,IND,1,8th Pass,"Rs 53,67,389~ 53 Lacs+",Rs 0~,,Bihar
2024,4317,5962,Md Khaleel Uz Zama,SECUNDERABAD,IND,0,12th Pass,"Rs 50,000~ 50 Thou+",Rs 0~,,Telangana
2024,4318,3691,Md Monirul Hasan,MALDAHA DAKSHIN,Jamat-E-Seratul Mustakim,0,Graduate,"Rs 27,51,054~ 27 Lacs+",Rs 0~,,West Bengal
2024,4319,8185,Md Nazir,CHANDNI CHOWK,Aman Samaj Party,0,5th Pass,"Rs 68,36,565~ 68 Lacs+","Rs 4,00,000~ 4 Lacs+",,NCT OF Delhi
2024,4320,2782,Md Nazir Akhtar,RAIGANJ,IND,0,10th Pass,,,,West Bengal
2024,4321,3688,Md Nur Islam Sekh,MALDAHA DAKSHIN,Rashtriya Secular Majlis Party,1,12th Pass,"Rs 47,04,500~ 47 Lacs+",Rs 0~,,West Bengal
2024,4322,3523,Md Sahabuddin,JANGIPUR,Social Democratic Party Of India,1,Post Graduate,"Rs 12,42,307~ 12 Lacs+",Rs 0~,,West Bengal
2024,4323,4157,Md Salim,MURSHIDABAD,CPI(M),5,Post Graduate,"Rs 1,68,51,468~ 1 Crore+",Rs 0~,,West Bengal
2024,4324,4497,Md Sarwarul Islam Sarkar,JANGIPUR,BSP,0,12th Pass,"Rs 50,42,187~ 50 Lacs+",Rs 0~,,West Bengal
2024,4325,4162,Md Shahnawaj Rahmatullah,MALDAHA DAKSHIN,Social Democratic Party Of India,0,10th Pass,,,,West Bengal
2024,4326,6244,Md Shahnawaz Hassan,BEGUSARAI,IND,0,12th Pass,"Rs 63,000~ 63 Thou+","Rs 1,30,000~ 1 Lacs+",,Bihar
2024,4327,4158,Md Sohel,MALDAHA UTTAR,All India Secular Front,0,12th Pass,"Rs 1,62,505~ 1 Lacs+",Rs 108~ 1 Hund+,,West Bengal
2024,4328,3514,Md Taiedul Islam,MURSHIDABAD,Social Democratic Party Of India,0,Graduate,"Rs 34,14,566~ 34 Lacs+",Rs 0~,,West Bengal
2024,4329,7363,Md Waquar Siddiqui,MADHUBANI,All India Majlis-E-Ittehadul Muslimeen,0,12th Pass,"Rs 11,39,354~ 11 Lacs+",Rs 0~,,Bihar
2024,4330,8482,Md. Eklak Ansari,DHANBAD,IND,1,Post Graduate,,,,Jharkhand
2024,4331,4107,Md. Ismail,ARARIA,Bharatiya Momin Front,0,Graduate Professional,"Rs 7,95,000~ 7 Lacs+",Rs 0~,,Bihar
2024,4332,6208,Md. Jakir Hossain,BIRBHUM,Bharatiya National Janata Dal,0,Post Graduate,"Rs 40,89,980~ 40 Lacs+","Rs 10,06,358~ 10 Lacs+",,West Bengal
2024,4333,4780,Md. Jamal Saikh,MALDAHA DAKSHIN,IND,0,Graduate,"Rs 41,000~ 41 Thou+",Rs 0~,,West Bengal
2024,4334,4772,Md. Mobinul Haque,ARARIA,IND,0,Post Graduate,"Rs 34,05,000~ 34 Lacs+",Rs 0~,,Bihar
2024,4335,7290,Md. Moin Uddin Ahmad,HAZARIBAGH,BSP,0,Graduate,,,,Jharkhand
2024,4336,6215,Md. Muktar Shaikh,KRISHNANAGAR,IND,0,Post Graduate,"Rs 50,63,037~ 50 Lacs+","Rs 17,87,840~ 17 Lacs+",,West Bengal
2024,4337,8152,Md. Nadeem,DOMARIYAGANJ,BSP,0,12th Pass,"Rs 2,75,000~ 2 Lacs+",Rs 0~,,Uttar Pradesh
2024,4338,3036,Md. Nazrul Islam Laskar,KARIMGANJ,IND,0,Post Graduate,"Rs 11,18,000~ 11 Lacs+",Rs 0~,,Assam
2024,4339,7801,Md. Sagir,KODARMA,IND,0,Literate,"Rs 53,00,000~ 53 Lacs+",Rs 0~,,Jharkhand
2024,4340,2212,Md. Sarwardi,BALURGHAT,Bhumiputra United Party,0,Post Graduate,,,,West Bengal
2024,4341,7289,Md. Seraj,HAZARIBAGH,IND,0,10th Pass,"Rs 61,25,000~ 61 Lacs+",Rs 0~,,Jharkhand
2024,4342,9034,Md. Shakil Warsi,KOLKATA DAKSHIN,IND,0,10th Pass,"Rs 9,30,500~ 9 Lacs+","Rs 87,500~ 87 Thou+",,West Bengal
2024,4343,8487,Md. Zahiruddin Khan,DHANBAD,IND,0,Graduate,"Rs 3,88,000~ 3 Lacs+",Rs 0~,,Jharkhand
2024,4344,4248,Meda Devendrakumar Laxmanbhai,DAHOD,IND,0,12th Pass,"Rs 8,67,500~ 8 Lacs+",Rs 0~,,Gujarat
2024,4345,6675,Meda Srinivasa Rao,RAJAHMUNDRY,Rashtriya Praja Congress (Secular),0,Post Graduate,,,,Andhra Pradesh
2024,4346,6704,Medapati Venkata Varahala Reddy,NARSAPURAM,IND,2,Others,"Rs 3,07,60,000~ 3 Crore+","Rs 6,00,000~ 6 Lacs+",,Andhra Pradesh
2024,4347,3814,Medhar Shamrao,RAICHUR,Bhartiya Jan Samrat Party,0,10th Pass,"Rs 3,63,471~ 3 Lacs+",Rs 0~,,Karnataka
2024,4348,5830,Medi Srinivas Reddi,MEDAK,IND,0,10th Pass,"Rs 1,05,34,375~ 1 Crore+",Rs 0~,,Telangana
2024,4349,6230,Meena Kasyap,SHAHJAHANPUR,IND,0,8th Pass,"Rs 1,63,97,572~ 1 Crore+","Rs 24,95,000~ 24 Lacs+",,Uttar Pradesh
2024,4350,7125,Meena Kishor Bhad,PALGHAR,IND,0,Graduate,,,,Maharashtra
2024,4351,8299,Meena Ujjainwal,WEST DELHI,Peoples Party of India (Democratic),0,Post Graduate,"Rs 96,74,671~ 96 Lacs+",Rs 0~,,NCT OF Delhi
2024,4352,6967,Meenasing Avdheshsing Sing,AURANGABAD,IND,0,10th Pass,"Rs 1,05,10,000~ 1 Crore+","Rs 10,804~ 10 Thou+",,
2024,4353,9645,Megh Raj,ANANDPUR SAHIB,IND,0,10th Pass,"Rs 1,70,71,000~ 1 Crore+","Rs 27,00,000~ 27 Lacs+",,Punjab
2024,4354,8996,Meghnath Halder,JAYNAGAR,All India Secular Front,0,Post Graduate,"Rs 1,01,83,000~ 1 Crore+",Rs 0~,,West Bengal
2024,4355,7569,Meghnath Paswan,HAJIPUR,IND,0,Literate,,,,Bihar
2024,4356,2551,Meghwal Radheshyam,CHITTORGARH,BSP,0,Literate,"Rs 68,95,284~ 68 Lacs+","Rs 2,45,111~ 2 Lacs+",,Rajasthan
2024,4357,8420,Mehar Singh Chalia,AMBALA,Ekam Sanatan Bharat Dal,0,Post Graduate,"Rs 5,52,00,000~ 5 Crore+","Rs 77,00,000~ 77 Lacs+",,Haryana
2024,4358,4197,Mehbooba Mufti,ANANTNAG-RAJOURI,Jammu & Kashmir Peoples Democratic Party,0,Graduate Professional,"Rs 75,69,867~ 75 Lacs+",Rs 0~,,Jammu and Kashmir
2024,4359,901,Mehmood Pracha,RAMPUR,IND,6,Graduate,"Rs 6,89,13,062~ 6 Crore+","Rs 65,03,560~ 65 Lacs+",,Uttar Pradesh
2024,4360,755,Mehraj Din,UDHAMPUR,IND,3,Post Graduate,,,,Jammu and Kashmir
2024,4361,7584,Mehraj Uddin Najar,BARAMULLA,IND,2,10th Pass,"Rs 10,000~ 10 Thou+",Rs 0~,,Jammu and Kashmir
2024,4362,9246,Mejor Singh Bhatti,FARIDKOT,Jan Sewa Driver Party,0,Literate,"Rs 18,00,000~ 18 Lacs+",Rs 0~,,Punjab
2024,4363,6602,Meka Venkateswara Rao,VIJAYAWADA,BSP,0,Graduate,"Rs 25,51,000~ 25 Lacs+",Rs 0~,,Andhra Pradesh
2024,4364,5921,Mekala Akshay Kumar,PEDDAPALLE,IND,0,Graduate,"Rs 3,81,314~ 3 Lacs+","Rs 50,000~ 50 Thou+",,Telangana
2024,4365,5475,Mekala Raghuma Reddy,HYDERABAD,Yuga Thulasi Party,2,Graduate Professional,,,,Telangana
2024,4366,5632,Mekala Suman,WARANGAL,Dharma Samaj Party,0,Post Graduate,"Rs 37,300~ 37 Thou+",Rs 0~,,Telangana
2024,4367,6059,Merugupala Sadasivarao,BAPATLA,India Praja Bandhu Party,0,5th Pass,"Rs 63,19,000~ 63 Lacs+","Rs 90,000~ 90 Thou+",,Andhra Pradesh
2024,4368,5387,Mesram Jangubapu,ADILABAD,BSP,0,Post Graduate,"Rs 6,91,500~ 6 Lacs+","Rs 3,66,473~ 3 Lacs+",,Telangana
2024,4369,6740,Metta Rama Rao,VISAKHAPATNAM,IND,0,Post Graduate,"Rs 11,28,50,440~ 11 Crore+","Rs 34,61,278~ 34 Lacs+",,Andhra Pradesh
2024,4370,4199,Mian Altaf Ahmad,ANANTNAG-RAJOURI,Jammu & Kashmir National Conference,0,Graduate Professional,,,,Jammu and Kashmir
2024,4371,7095,Mihir Chandrakant Kotecha,MUMBAI NORTH - EAST,BJP,0,12th Pass,"Rs 14,55,08,603~ 14 Crore+","Rs 8,98,34,997~ 8 Crore+",,Maharashtra
2024,4372,8994,Milan Naskar,JAYNAGAR,IND,0,12th Pass,"Rs 4,62,119~ 4 Lacs+",Rs 0~,,West Bengal
2024,4373,78,Milan Pada Murasing,TRIPURA WEST,IND,0,10th Pass,"Rs 50,000~ 50 Thou+",Rs 0~,,Tripura
2024,4374,4766,Milan Vaingankar,NORTH GOA,BSP,0,Graduate,"Rs 15,79,416~ 15 Lacs+",Rs 0~,,Goa
2024,4375,953,Mili Oraon,ALIPURDUARS,Revolutionary Socialist Party,0,Post Graduate,,,,West Bengal
2024,4376,7761,Milind Kashinath Kamble,BHIWANDI,IND,0,Graduate,"Rs 21,02,792~ 21 Lacs+","Rs 35,000~ 35 Thou+",,Maharashtra
2024,4377,516,Milind Pralhad Dahiwale,CHANDRAPUR,IND,0,12th Pass,"Rs 36,41,096~ 36 Lacs+","Rs 30,37,092~ 30 Lacs+",,Maharashtra
2024,4378,4801,Milind Vitthal Shinde,BARAMATI,IND,0,Graduate,"Rs 3,03,29,000~ 3 Crore+","Rs 4,00,000~ 4 Lacs+",,Maharashtra
2024,4379,5186,Milton Rashid,BIRBHUM,INC,0,Post Graduate,"Rs 1,39,50,317~ 1 Crore+",Rs 0~,,West Bengal
2024,4380,3675,Mina Chauhan,JANJGIR-CHAMPA,IND,0,8th Pass,,,,Chhattisgarh
2024,4381,8021,Minati Patnaik,CUTTACK,Samruddha Odisha,0,Graduate,"Rs 33,50,000~ 33 Lacs+","Rs 2,00,000~ 2 Lacs+",,Odisha
2024,4382,9602,Minta Devi,JAHANABAD,IND,0,Literate,"Rs 36,34,341~ 36 Lacs+",Rs 0~,,Bihar
2024,4383,8722,Mintu Paswan,RANCHI,SUCI(C),1,Post Graduate,"Rs 1,35,888~ 1 Lacs+",Rs 0~,,Jharkhand
2024,4384,7138,Mir Mohammad Fayaz,BARAMULLA,Jammu & Kashmir Peoples Democratic Party,0,12th Pass,"Rs 86,78,920~ 86 Lacs+",Rs 0~,,Jammu and Kashmir
2024,4385,6199,Mir Sakimuddin,BURDWAN - DURGAPUR,The National Road Map Party of India,0,10th Pass,,,,
2024,4386,3626,Mira Borthakur Goswami,GUWAHATI,INC,0,Graduate,"Rs 2,37,44,481~ 2 Crore+","Rs 7,85,755~ 7 Lacs+",,Assam
2024,4387,9076,Miraz Molla,BASIRHAT,IND,0,8th Pass,"Rs 13,762~ 13 Thou+",Rs 0~,,West Bengal
2024,4388,4537,Mirza Aabidbeg Yasinbeg,BHARUCH,IND,0,Literate,"Rs 75,000~ 75 Thou+",Rs 0~,,Gujarat
2024,4389,6342,Mirza Sajad Hussain Beigh,SRINAGAR,IND,1,Graduate,"Rs 8,00,000~ 8 Lacs+",Rs 0~,,Jammu and Kashmir
2024,4390,9016,Misbahus Salam,KOLKATA UTTAR,IND,0,12th Pass,,,,West Bengal
2024,4391,9528,Misha Bharti,PATALIPUTRA,RJD,6,Graduate Professional,"Rs 10,26,19,562~ 10 Crore+","Rs 1,14,62,479~ 1 Crore+",,
2024,4392,8640,Mistri Daulat Ram Rolan,SIRSA,Peoples Party of India (Democratic),0,10th Pass,"Rs 11,36,000~ 11 Lacs+",Rs 0~,,Haryana
2024,4393,7213,Mitali Bag,ARAMBAG,AITC,0,Post Graduate,"Rs 7,84,955~ 7 Lacs+","Rs 4,31,294~ 4 Lacs+",,West Bengal
2024,4394,3596,Mitesh Patel (Bakabhai),ANAND,BJP,0,Others,"Rs 11,04,48,824~ 11 Crore+","Rs 1,28,55,662~ 1 Crore+",,Gujarat
2024,4395,4544,Miteshbhai Thakorbhai Padhiyar,BHARUCH,IND,0,12th Pass,,,,Gujarat
2024,4396,7618,Mithalesh Kumari,BARABANKI,IND,0,Literate,"Rs 7,90,000~ 7 Lacs+",Rs 0~,,Uttar Pradesh
2024,4397,6245,Mithilesh Mahto,DARBHANGA,IND,0,12th Pass,"Rs 30,83,015~ 30 Lacs+",Rs 0~,,Bihar
2024,4398,9557,Mithilesh Tiwari,BUXAR,BJP,2,Graduate,"Rs 2,67,88,071~ 2 Crore+","Rs 20,12,016~ 20 Lacs+",,Bihar
2024,4399,8393,Mitrasen,SANT KABIR NAGAR,IND,1,Graduate,"Rs 13,26,098~ 13 Lacs+","Rs 6,70,000~ 6 Lacs+",,Uttar Pradesh
2024,4400,7645,Mo Ahmad Alias Rinku,LUCKNOW,Social Democratic Party Of India,0,Literate,,,,Uttar Pradesh
2024,4401,292,Mo Irfan,MORADABAD,BSP,1,Graduate,"Rs 26,16,36,683~ 26 Crore+","Rs 1,38,29,063~ 1 Crore+",,Uttar Pradesh
2024,4402,8776,Mo Mausme Alam,MAHARAJGANJ,BSP,0,12th Pass,"Rs 1,93,96,076~ 1 Crore+","Rs 6,00,000~ 6 Lacs+",,
2024,4403,7656,Mo Mobin,RAE BARELI,Apna Dal (Kamerawadi),0,Graduate,"Rs 1,47,06,293~ 1 Crore+","Rs 7,44,703~ 7 Lacs+",,Uttar Pradesh
2024,4404,4601,Mo. Amin,RAIPUR,Bhrashtachar Mukti Morcha,0,10th Pass,"Rs 7,42,309~ 7 Lacs+","Rs 58,000~ 58 Thou+",,Chhattisgarh
2024,4405,4143,Mo. Imran Khan,RAIPUR,IND,0,8th Pass,,,,Chhattisgarh
2024,4406,5380,Mo. Kashif Ansari,SITAPUR,Apna Dal (Kamerawadi),1,Graduate,"Rs 1,91,000~ 1 Lacs+",Rs 0~,,Uttar Pradesh
2024,4407,4144,Mo. Nasir,RAIPUR,IND,0,8th Pass,"Rs 3,59,000~ 3 Lacs+","Rs 1,64,000~ 1 Lacs+",,Chhattisgarh
2024,4408,7861,Mo. Sahabuddin Shaikh Sulemani Thakur,KALYAN,Vanchit Bahujan Aaghadi,1,Others,"Rs 5,34,32,410~ 5 Crore+","Rs 1,32,00,000~ 1 Crore+",,Maharashtra
2024,4409,2021,Modi Saifulla,BANGALORE CENTRAL,IND,0,5th Pass,"Rs 1,50,000~ 1 Lacs+","Rs 2,00,000~ 2 Lacs+",,Karnataka
2024,4410,7315,Mofikul Islam,ULUBERIA,All India Secular Front,0,Post Graduate,,,,West Bengal
2024,4411,5576,Mogili Rajkumar,NIZAMABAD,India Praja Bandhu Party,0,12th Pass,"Rs 20,000~ 20 Thou+",Rs 0~,,Telangana
2024,4412,4452,Mohamad Aarif Makrani,SAGAR,IND,0,5th Pass,"Rs 2,25,155~ 2 Lacs+","Rs 38,904~ 38 Thou+",,Madhya Pradesh
2024,4413,4480,Mohamad Saleem Paray,ANANTNAG-RAJOURI,Democratic Progressive Azad Party,0,Graduate Professional,"Rs 1,51,88,507~ 1 Crore+","Rs 21,98,300~ 21 Lacs+",,Jammu and Kashmir
2024,4414,7504,Mohamad Salim,SARAN,IND,0,10th Pass,"Rs 21,50,000~ 21 Lacs+",Rs 0~,,Bihar
2024,4415,835,Mohamed Mubarak M A,DINDIGUL,AIADMK,1,Post Graduate,,,,Tamil Nadu
2024,4416,1270,Mohamed Nazeem. S,KARUR,IND,0,5th Pass,"Rs 37,74,000~ 37 Lacs+",Rs 0~,,Tamil Nadu
2024,4417,7671,Mohammad Aameen Mohammad Faruque,DHULE,IND,3,10th Pass,"Rs 98,45,010~ 98 Lacs+",Rs 0~,,Maharashtra
2024,4418,7880,Mohammad Ajmer Alam,PURVI CHAMPARAN,IND,0,Post Graduate,"Rs 58,46,261~ 58 Lacs+",Rs 0~,,Bihar
2024,4419,4665,Mohammad Amir Khan,AONLA,Bharat Jodo Party,0,Post Graduate,"Rs 1,10,28,158~ 1 Crore+","Rs 11,25,879~ 11 Lacs+",,Uttar Pradesh
2024,4420,7372,Mohammad Anzarul Hasan,MUZAFFARPUR,All India Majlis-E-Ittehadul Muslimeen,0,Graduate,,,,Bihar
