Year,Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Constituency Type,State,Gender
2024,7818,519,tulsiram urkuda gedam,BHANDARA GONDIYA,IND,0,Graduate,"Rs 30,68,000~ 30 Lacs+",Rs 150~ 1 Hund+,,Maharashtra,Male
2024,7819,6542,tushar digambar londhe,MAVAL,Bahujan Bharat Party,0,5th Pass,"Rs 1,43,000~ 1 Lacs+","Rs 2,58,656~ 2 Lacs+",,Maharashtra,Male
2024,7820,4646,tushar vijay motling,SATARA,Bahujan Mukti Party,1,Graduate Professional,,,,Maharashtra,Male
2024,7821,5563,tutukuru jeevan reddy,NIZAMABAD,IND,0,12th Pass,"Rs 2,60,000~ 2 Lacs+",Rs 0~,,Telangana,Male
2024,7822,1823,twinkle prabhakaran,KOLLAM,SUCI(C),0,Graduate,"Rs 1,30,000~ 1 Lacs+","Rs 70,000~ 70 Thou+",,Kerala,Female
2024,7823,6806,u madhu babu,ONGOLE,IND,0,8th Pass,"Rs 70,000~ 70 Thou+",Rs 0~,,Andhra Pradesh,Male
2024,7824,5537,u p muni reddy,NANDYAL,IND,1,Illiterate,"Rs 40,50,000~ 40 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,7825,1055,u. venkatesh,CHENNAI NORTH,IND,0,10th Pass,,,,Tamil Nadu,Male
2024,7826,5894,u.c.venkatasubbaiah,ANANTHAPUR,Jaathia Chethi Vruthula Ikya Vedika Party,0,5th Pass,"Rs 14,10,600~ 14 Lacs+","Rs 3,90,000~ 3 Lacs+",,Andhra Pradesh,Male
2024,7827,3635,ucheshwar pandit,MADHEPURA,Samajhdar Party,0,Graduate,"Rs 66,35,000~ 66 Lacs+",Rs 0~,,Bihar,Male
2024,7828,7051,udari mallesh,BHONGIR,IND,0,Post Graduate,"Rs 1,21,000~ 1 Lacs+",Rs 0~,,Telangana,Male
2024,7829,6174,uday,KAKINADA,Navarang Congress Party,0,Others,"Rs 5,86,500~ 5 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,7830,5148,uday kumar rathia,RAIGARH,IND,0,Graduate,,,,Chhattisgarh,Male
2024,7831,7364,uday mandal,MADHUBANI,Samata Party,0,Others,"Rs 56,38,388~ 56 Lacs+","Rs 90,000~ 90 Thou+",,Bihar,Male
2024,7832,737,uday shankar hazarika,LAKHIMPUR,INC,0,Graduate,"Rs 6,82,43,287~ 6 Crore+","Rs 3,53,47,475~ 3 Crore+",,Assam,Male
2024,7833,9331,uday shankar khaware,GODDA,IND,0,Post Graduate,"Rs 66,91,300~ 66 Lacs+","Rs 28,90,500~ 28 Lacs+",,Jharkhand,Male
2024,7834,7115,uday veer choudhury,BARRACKPUR,IND,0,Graduate Professional,"Rs 33,84,845~ 33 Lacs+",Rs 0~,,West Bengal,Male
2024,7835,4679,uday veer singh,ETAH,Peoples Party of India (Democratic),0,Graduate,,,,Uttar Pradesh,Male
2024,7836,1051,udaya kumar.v,CHENNAI CENTRAL,IND,0,Graduate Professional,"Rs 35,000~ 35 Thou+",Rs 0~,,Tamil Nadu,Male
2024,7837,2590,udaya shankar.g,BANGALORE NORTH,Prahar Janshakti Party,0,Others,"Rs 1,00,000~ 1 Lacs+",Rs 0~,,Karnataka,Male
2024,7838,7524,udayraj,AMETHI,IND,0,12th Pass,"Rs 93,40,000~ 93 Lacs+","Rs 3,50,000~ 3 Lacs+",,Uttar Pradesh,Male
2024,7839,8072,udayraj verma,SULTANPUR,IND,0,8th Pass,"Rs 32,47,000~ 32 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,7840,2398,uddhav onkar atole,BULDHANA,IND,0,Others,,,,Maharashtra,Male
2024,7841,6429,udesingh machar,RATLAM,Republican Party of India (A),0,8th Pass,"Rs 20,20,000~ 20 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,7842,8514,udevir,ROHTAK,IND,0,12th Pass,"Rs 3,54,33,448~ 3 Crore+",Rs 0~,,Haryana,Male
2024,7843,7904,udit raj,NORTH WEST DELHI,INC,3,Doctorate,"Rs 10,11,09,380~ 10 Crore+","Rs 3,34,30,458~ 3 Crore+",,Delhi,Male
2024,7844,8074,udraj verma,SULTANPUR,BSP,0,Graduate,"Rs 1,59,22,173~ 1 Crore+","Rs 56,65,726~ 56 Lacs+",,Uttar Pradesh,Male
2024,7845,9568,ujaran musahar,SASARAM,Jan Janwadi Party,1,Literate,,,,Bihar,Male
2024,7846,8371,ujjwal raman singh,ALLAHABAD,INC,0,Graduate Professional,"Rs 26,89,88,675~ 26 Crore+","Rs 1,19,96,527~ 1 Crore+",,Uttar Pradesh,Male
2024,7847,2844,ujwala vinayak raut,AKOLA,IND,0,Graduate Professional,"Rs 1,11,50,000~ 1 Crore+",Rs 0~,,Maharashtra,Female
2024,7848,5715,ullengala yadagiri,KHAMMAM,IND,0,Post Graduate,Nil,Rs 0~,,Telangana,Male
2024,7849,8290,uma shankar tiwari,WEST DELHI,Bhartiya Mahasangh Party,0,Graduate,"Rs 27,04,353~ 27 Lacs+","Rs 15,00,000~ 15 Lacs+",,NCT OF Delhi,Male
2024,7850,9598,uma shankar verma,JAHANABAD,SUCI(C),0,Graduate,,,,Bihar,Male
2024,7851,2171,uma. v.,BANGALORE CENTRAL,IND,0,10th Pass,"Rs 3,77,800~ 3 Lacs+",Rs 0~,,Karnataka,Female
2024,7852,5115,umabala guduri,NARSAPURAM,YSRCP,1,Graduate Professional,"Rs 8,88,48,578~ 8 Crore+","Rs 15,32,921~ 15 Lacs+",,Andhra Pradesh,Female
2024,7853,1239,umadevi. s,KARUR,IND,4,Graduate Professional,"Rs 18,34,000~ 18 Lacs+","Rs 7,64,000~ 7 Lacs+",,Tamil Nadu,Female
2024,7854,4557,umadiya alibhai rajabhai,GANDHINAGAR,IND,0,Illiterate,"Rs 31,32,000~ 31 Lacs+","Rs 1,50,000~ 1 Lacs+",,Gujarat,Male
2024,7855,4947,umaji pandurang gaikwad,OSMANABAD,IND,0,10th Pass,,,,Maharashtra,Male
2024,7856,28,umakant bandewar,CHHINDWARA,BSP,0,8th Pass,"Rs 24,54,020~ 24 Lacs+","Rs 2,20,000~ 2 Lacs+",,Madhya Pradesh,Male
2024,7857,6537,umakant rameshwar mishra,MAVAL,IND,0,10th Pass,"Rs 5,10,000~ 5 Lacs+",Rs 0~,,Maharashtra,Male
2024,7858,2233,umakant yadav,BANKA,IND,0,Graduate Professional,"Rs 30,50,000~ 30 Lacs+",Rs 0~,,Bihar,Male
2024,7859,6359,umakanta tandi,KALAHANDI,IND,0,10th Pass,"Rs 14,80,000~ 14 Lacs+",Rs 0~,,Odisha,Male
2024,7860,6122,umar bhasha shaik,GUNTUR,Jana Sahayaka Sakthi,0,Post Graduate,,,,Andhra Pradesh,Male
2024,7861,7021,umashankar nemmikanti,MAHBUBNAGAR,IND,0,Doctorate,"Rs 1,04,24,821~ 1 Crore+","Rs 36,55,968~ 36 Lacs+",,Telangana,Male
2024,7862,6563,umashankar shyambabu yadav,AHMEDNAGAR,BSP,0,10th Pass,"Rs 2,99,969~ 2 Lacs+","Rs 95,000~ 95 Thou+",,Maharashtra,Male
2024,7863,5682,umesh,UNNAO,IND,0,12th Pass,"Rs 61,500~ 61 Thou+",Rs 0~,,Uttar Pradesh,Male
2024,7864,4891,umesh ambadas kamble,LATUR,IND,2,Post Graduate,"Rs 7,43,333~ 7 Lacs+",Rs 0~,,Maharashtra,Male
2024,7865,8291,umesh chauhan,WEST DELHI,Rashtriya Rashtrawadi Party,0,8th Pass,,,,NCT OF Delhi,Male
2024,7866,4442,umesh garg,BHIND,IND,0,12th Pass,"Rs 43,50,000~ 43 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,7867,9271,umesh kumar,FIROZPUR,IND,0,10th Pass,"Rs 17,58,228~ 17 Lacs+","Rs 15,24,173~ 15 Lacs+",,Punjab,Male
2024,7868,8684,umesh kumar,SONIPAT,BSP,0,12th Pass,"Rs 82,00,000~ 82 Lacs+","Rs 1,55,000~ 1 Lacs+",,Haryana,Male
2024,7869,9,umesh kumar patrakar,HARIDWAR,IND,4,Graduate Professional,"Rs 75,56,17,093~ 75 Crore+","Rs 1,15,32,120~ 1 Crore+",,Uttarakhand,Male
2024,7870,9433,umesh kumar singh,GHAZIPUR,BSP,1,Post Graduate,,,,Uttar Pradesh,Male
2024,7871,7397,umesh kumar yadav,SITAMARHI,IND,0,Literate,"Rs 38,46,274~ 38 Lacs+",Rs 0~,,Bihar,Male
2024,7872,6836,umesh mahadev mhetre,SHIRUR,IND,0,Others,"Rs 2,03,84,719~ 2 Crore+","Rs 96,000~ 96 Thou+",,Maharashtra,Male
2024,7873,4797,umesh mahadev mhetre,BARAMATI,IND,0,12th Pass,"Rs 2,03,84,719~ 2 Crore+","Rs 96,000~ 96 Thou+",,Maharashtra,Male
2024,7874,8483,umesh paswan,DHANBAD,IND,0,Literate,"Rs 4,45,500~ 4 Lacs+",Rs 0~,,Jharkhand,Male
2024,7875,4149,umesh patel,DAMAN & DIU,Navsarjan Bharat Party,0,12th Pass,,,,Dadra & Nagar Haveli and Daman & Diu,Male
2024,7876,3439,umesh prasad sah,SUPAUL,Jai Hind Party,0,Literate,"Rs 70,80,000~ 70 Lacs+",Rs 0~,,Bihar,Male
2024,7877,2159,umesh prasad yadav,BHAGALPUR,Peoples Party of India (Democratic),0,Post Graduate,"Rs 5,22,50,000~ 5 Crore+","Rs 5,00,000~ 5 Lacs+",,Bihar,Male
2024,7878,310,umesh raju khadse,RAMTEK,Rashtra Samarpan Party,0,5th Pass,"Rs 91,200~ 91 Thou+","Rs 24,000~ 24 Thou+",,Maharashtra,Male
2024,7879,8183,umesh rathor,CHANDNI CHOWK,Atulya Bharat Party,0,10th Pass,"Rs 38,000~ 38 Thou+",Rs 0~,,NCT OF Delhi,Male
2024,7880,3348,umesh somaji waware,WARDHA,Maharashtra Vikas Aghadi,0,Doctorate,,,,Maharashtra,Male
2024,7881,4717,umeshbhai maganbhai patel,VALSAD,Bahujan Republican Socialist Party,0,12th Pass,"Rs 27,21,000~ 27 Lacs+",Rs 0~,,Gujarat,Male
2024,7882,3742,umeshbhai naranbhai makwana,BHAVNAGAR,AAP,0,Graduate Professional,"Rs 92,88,600~ 92 Lacs+","Rs 33,93,500~ 33 Lacs+",,Gujarat,Male
2024,7883,2547,ummeda ram beniwal,BARMER,INC,0,Graduate,"Rs 19,27,65,969~ 19 Crore+","Rs 6,62,44,492~ 6 Crore+",,Rajasthan,Male
2024,7884,8251,upendra,NEW DELHI,Anjaan Aadmi Party,0,Graduate Professional,"Rs 10,15,430~ 10 Lacs+","Rs 1,19,700~ 1 Lacs+",,NCT OF Delhi,Male
2024,7885,9584,upendra kushwaha,KARAKAT,Rashtriya Lok Morcha,7,Post Graduate,,,,Bihar,Male
2024,7886,7849,upendra ram,PASCHIM CHAMPARAN,BSP,0,12th Pass,"Rs 3,15,000~ 3 Lacs+",Rs 0~,,Bihar,Male
2024,7887,7396,upendra sahani,SITAMARHI,Rashtriya Jansambhavna Party,0,Graduate,"Rs 3,33,89,000~ 3 Crore+",Rs 0~,,Bihar,Male
2024,7888,7895,upendra sahani,SHEOHAR,Rashtriya Jansambhavna Party,0,Graduate,"Rs 3,33,89,000~ 3 Crore+",Rs 0~,,Bihar,Male
2024,7889,3482,upendra singh,FIROZABAD,Bharatiya Kisan Parivartan Party,0,Graduate Professional,"Rs 48,23,037~ 48 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,7890,3773,upendrakumar vallavbhai patel,KHEDA,IND,0,12th Pass,,,,Gujarat,Male
2024,7891,5541,uppu subbarayudu,NANDYAL,Jaathia Chethi Vruthula Ikya Vedika Party,0,Graduate,"Rs 9,95,800~ 9 Lacs+","Rs 3,25,000~ 3 Lacs+",,Andhra Pradesh,Male
2024,7892,7925,urbasi banerjee,KANTHI,INC,0,Graduate Professional,"Rs 6,79,66,523~ 6 Crore+","Rs 34,758~ 34 Thou+",,West Bengal,Female
2024,7893,5816,urelli yellaiah,MEDAK,Viduthalai Chiruthaigal Katchi,0,10th Pass,"Rs 1,30,000~ 1 Lacs+",Rs 0~,,Telangana,Male
2024,7894,8095,urmila,MACHHLISHAHR,Samaj Parivartan Party,0,8th Pass,"Rs 34,000~ 34 Thou+",Rs 0~,,Uttar Pradesh,Female
2024,7895,2561,urmila jain bhaya,JHALAWAR-BARAN,INC,1,10th Pass,,,,Rajasthan,Male
2024,7896,4079,urmila singh,SURGUJA,IND,0,Post Graduate,"Rs 91,000~ 91 Thou+",Rs 0~,,Chhattisgarh,Female
2024,7897,6799,urukundu vadde,KURNOOL,IND,0,Post Graduate,"Rs 8,40,000~ 8 Lacs+","Rs 13,68,799~ 13 Lacs+",,,Male
2024,7898,714,usha kumari,ANDAMAN AND NICOBAR ISLANDS,IND,0,12th Pass,"Rs 6,00,000~ 6 Lacs+",Rs 0~,,ANDAMAN AND NICOBAR ISLANDS,Female
2024,7899,5313,usha verma,HARDOI,SP,2,Post Graduate,"Rs 6,83,66,530~ 6 Crore+","Rs 22,845~ 22 Thou+",,Uttar Pradesh,Female
2024,7900,1603,uthayakumar p,NAMAKKAL,IND,0,10th Pass,,,,Tamil Nadu,Male
2024,7901,5211,utkarsh verma (madhur),KHERI,SP,0,Graduate,"Rs 4,82,96,178~ 4 Crore+","Rs 48,14,945~ 48 Lacs+",,Uttar Pradesh,Male
2024,7902,6871,utkarsha premanand rupwate,SHIRDI,Vanchit Bahujan Aaghadi,0,Post Graduate,"Rs 65,82,500~ 65 Lacs+","Rs 33,33,262~ 33 Lacs+",,Maharashtra,Female
2024,7903,7926,uttam barik s/o late birendra barik,KANTHI,AITC,4,12th Pass,"Rs 1,50,29,399~ 1 Crore+","Rs 3,00,000~ 3 Lacs+",,West Bengal,Male
2024,7904,7921,uttam barik s/o late narayan barik,KANTHI,IND,0,8th Pass,"Rs 7,82,132~ 7 Lacs+",Rs 0~,,West Bengal,Male
2024,7905,7198,uttam chatterjee,HOWRAH,SUCI(C),0,Others,,,,West Bengal,Male
2024,7906,7468,uttam kisanrao tirpude,THANE,Peoples Party of India (Democratic),0,Post Graduate,"Rs 2,25,43,956~ 2 Crore+",Rs 0~,,Maharashtra,Male
2024,7907,2156,uttam kumar singh,BANKA,Aam Janta Party Rashtriya,0,8th Pass,"Rs 66,07,208~ 66 Lacs+","Rs 8,18,104~ 8 Lacs+",,Bihar,Male
2024,7908,3201,uttam onkar ingole,YAVATMAL - WASHIM,Peoples Party of India (Democratic),0,8th Pass,"Rs 2,71,800~ 2 Lacs+",Rs 0~,,Maharashtra,Male
2024,7909,5985,uttam praveen kumar,SECUNDERABAD,IND,0,10th Pass,"Rs 89,40,000~ 89 Lacs+",Rs 0~,,Telangana,Male
2024,7910,541,v babu,ARAKKONAM,United Republican Party of India,0,12th Pass,,,,Tamil Nadu,Male
2024,7911,6369,v chandra shekhar,BERHAMPUR,IND,0,Graduate,"Rs 28,70,32,000~ 28 Crore+","Rs 3,50,000~ 3 Lacs+",,Odisha,Male
2024,7912,2270,v joy,ATTINGAL,CPI(M),1,Graduate Professional,"Rs 85,58,960~ 85 Lacs+","Rs 7,17,600~ 7 Lacs+",,Kerala,Male
2024,7913,2305,v k sreekandan,PALAKKAD,INC,5,Graduate,"Rs 1,24,21,358~ 1 Crore+","Rs 54,62,812~ 54 Lacs+",,Kerala,Male
2024,7914,806,v kaliaperumal,VELLORE,Ganasangam Party of India,0,Others,"Rs 40,00,000~ 40 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7915,537,v krishnanandan,ARAKKONAM,Anna MGR Dravida Makkal Kalgam,1,Graduate Professional,,,,Tamil Nadu,Male
2024,7916,1143,v m mohanraja,TIRUVANNAMALAI,BSP,0,12th Pass,"Rs 7,84,500~ 7 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7917,5547,v madhusudhana reddy,NANDYAL,IND,0,Post Graduate,"Rs 64,76,088~ 64 Lacs+","Rs 44,75,897~ 44 Lacs+",,Andhra Pradesh,Male
2024,7918,698,v manigandan,ARANI,IND,2,12th Pass,"Rs 8,60,000~ 8 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7919,1817,v muraleedharan,ATTINGAL,BJP,5,Graduate,"Rs 1,18,56,416~ 1 Crore+","Rs 10,83,437~ 10 Lacs+",,Kerala,Male
2024,7920,1314,v n venugopal,SRIPERUMBUDUR,Tamil Maanila Congress (Moopanar),0,Graduate,,,,Tamil Nadu,Male
2024,7921,2112,v p kochumon,KOTTAYAM,SUCI(C),0,10th Pass,"Rs 2,230~ 2 Thou+",Rs 0~,,Kerala,Male
2024,7922,1650,v p manickam,PUDUCHERRY,IND,0,Post Graduate,"Rs 3,50,000~ 3 Lacs+",Rs 0~,,Puducherry,Male
2024,7923,203,v palani,TIRUPPUR,BSP,0,10th Pass,"Rs 9,04,204~ 9 Lacs+","Rs 3,72,000~ 3 Lacs+",,Tamil Nadu,Male
2024,7924,7078,v pandu,CHEVELLA,IND,0,Graduate,"Rs 2,14,000~ 2 Lacs+","Rs 18,000~ 18 Thou+",,Telangana,Male
2024,7925,1325,v ravichandran,SRIPERUMBUDUR,Naam Tamilar Katchi,0,Post Graduate,,,,Tamil Nadu,Male
2024,7926,1328,v sudhavalli,SRIPERUMBUDUR,Aravor Munnetra Kazhagam,0,Others,"Rs 5,09,298~ 5 Lacs+","Rs 2,37,500~ 2 Lacs+",,Tamil Nadu,Female
2024,7927,1632,v vignesh,RAMANATHAPURAM,IND,0,Others,"Rs 16,24,001~ 16 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7928,1732,v vinayagam,ARAKKONAM,IND,0,Graduate Professional,"Rs 12,48,976~ 12 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7929,553,v. dakshanaamurthy,CUDDALORE,IND,0,10th Pass,"Rs 2,95,000~ 2 Lacs+","Rs 9,00,000~ 9 Lacs+",,Tamil Nadu,Male
2024,7930,5982,v. k. vijaya lakshmi,SECUNDERABAD,IND,0,Graduate Professional,,,,Telangana,Female
2024,7931,113,v. manivasagan,CUDDALORE,Naam Tamilar Katchi,0,Post Graduate,"Rs 1,69,09,950~ 1 Crore+","Rs 1,20,000~ 1 Lacs+",,Tamil Nadu,Male
2024,7932,5421,v. sadananda reddy,BHONGIR,People Protection Party,0,Graduate,"Rs 1,80,30,000~ 1 Crore+","Rs 7,00,000~ 7 Lacs+",,Telangana,Male
2024,7933,1904,v. somanna,TUMKUR,BJP,1,Graduate,"Rs 60,78,05,215~ 60 Crore+","Rs 22,63,00,461~ 22 Crore+",,Karnataka,Male
2024,7934,1858,v. vaseef,MALAPPURAM,CPI(M),9,Post Graduate,"Rs 91,01,513~ 91 Lacs+",Rs 0~,,Kerala,Male
2024,7935,6772,v.c. naveen gupta,THIRUPATHI,IND,0,Graduate,,,,Andhra Pradesh,Male
2024,7936,713,v.k. abdul aziz,ANDAMAN AND NICOBAR ISLANDS,IND,2,8th Pass,"Rs 82,67,000~ 82 Lacs+","Rs 1,87,000~ 1 Lacs+",,ANDAMAN AND NICOBAR ISLANDS,Male
2024,7937,1071,v.madhan mohan,CHENNAI NORTH,IND,0,10th Pass,"Rs 9,86,710~ 9 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7938,5893,v.murali prasad reddy,ANANTHAPUR,IND,2,10th Pass,"Rs 1,20,43,537~ 1 Crore+","Rs 19,87,581~ 19 Lacs+",,Andhra Pradesh,Male
2024,7939,3366,v.n. narasimhamurthy vadigere,CHIKKBALLAPUR,IND,0,Graduate Professional,"Rs 1,80,41,377~ 1 Crore+","Rs 5,89,104~ 5 Lacs+",,Karnataka,Male
2024,7940,6734,v.n. satya narayana,VISAKHAPATNAM,Rashtriya Praja Congress (Secular),0,10th Pass,,,,Andhra Pradesh,Male
2024,7941,1521,v.periyasamy,TIRUCHIRAPPALLI,IND,0,12th Pass,"Rs 3,93,000~ 3 Lacs+","Rs 2,00,000~ 2 Lacs+",,Tamil Nadu,Male
2024,7942,2987,v.rajkumar vck,BANGALORE SOUTH,IND,0,Not Given,"Rs 1,00,000~ 1 Lacs+",Rs 0~,,Karnataka,Male
2024,7943,5481,v.shanker,HYDERABAD,Yuva Taram Party,0,12th Pass,"Rs 1,93,42,756~ 1 Crore+","Rs 23,34,780~ 23 Lacs+",,Telangana,Male
2024,7944,115,v.thanigaiselvan,CUDDALORE,BSP,0,Graduate Professional,"Rs 12,70,000~ 12 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7945,1031,v.v.tamilarasan,CHENNAI CENTRAL,IND,0,Graduate,,,,Tamil Nadu,Male
2024,7946,1126,v.vimal,TIRUVANNAMALAI,IND,0,8th Pass,"Rs 1,00,000~ 1 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7947,6622,vaba yogeswara rao,SRIKAKULAM,IND,3,10th Pass,"Rs 17,12,000~ 17 Lacs+","Rs 6,33,747~ 6 Lacs+",,Andhra Pradesh,Male
2024,7948,6513,vachisht uddhav kute,BEED,IND,0,Graduate,"Rs 3,00,000~ 3 Lacs+",Rs 0~,,Maharashtra,Male
2024,7949,6746,vaddi hari ganesh,VISAKHAPATNAM,IND,0,Post Graduate,"Rs 2,45,57,202~ 2 Crore+","Rs 70,40,000~ 70 Lacs+",,Andhra Pradesh,Male
2024,7950,5817,vaddi lalith kumar,AMALAPURAM,IND,0,Post Graduate,,,,Andhra Pradesh,Male
2024,7951,5030,vadher dansing chinabhai,JUNAGADH,IND,0,Others,"Rs 3,68,676~ 3 Lacs+",Rs 0~,,Gujarat,Male
2024,7952,2280,vadi hareendran,KANNUR,IND,0,10th Pass,"Rs 39,13,000~ 39 Lacs+",Rs 0~,,Kerala,Male
2024,7953,5892,vadla kesavaiah,ANANTHAPUR,IND,0,Post Graduate,"Rs 1,59,15,213~ 1 Crore+","Rs 18,00,000~ 18 Lacs+",,Andhra Pradesh,Male
2024,7954,5900,vaggu vinay,NAGARKURNOOL,Vidhyarthula Rajakiya Party,0,12th Pass,"Rs 15,000~ 15 Thou+",Rs 0~,,Telangana,Male
2024,7955,2936,vaibhav gehlot,JALORE,INC,0,Graduate Professional,,,,Rajasthan,Male
2024,7956,7369,vaidyanath yadav,MADHUBANI,Peoples Party of India (Democratic),0,Graduate,"Rs 44,64,000~ 44 Lacs+","Rs 12,20,000~ 12 Lacs+",,Bihar,Male
2024,7957,7091,vaishali darekar - rane,KALYAN,ShivSena (Uddhav Balasaheb Thackeray),2,Post Graduate,"Rs 5,15,04,494~ 5 Crore+","Rs 15,61,727~ 15 Lacs+",,Maharashtra,Female
2024,7958,7017,vaishnavi prasad,MALKAJGIRI,IND,0,Graduate,"Rs 6,94,23,101~ 6 Crore+","Rs 85,80,111~ 85 Lacs+",,Telangana,Male
2024,7959,3056,valasapalli utappa,CHIKKBALLAPUR,IND,0,5th Pass,"Rs 5,40,000~ 5 Lacs+",Rs 0~,,Karnataka,Male
2024,7960,5082,valendra katiyar,KANPUR,SUCI(C),0,Post Graduate,,,,Uttar Pradesh,Male
2024,7961,6666,vallabhaneni naga pavan kumar,MACHILIPATNAM,IND,0,Graduate Professional,"Rs 17,46,072~ 17 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,7962,6795,valmiki arjuna,KURNOOL,Bharatha Chaitanya Yuvajana Party,0,Graduate,"Rs 28,51,000~ 28 Lacs+","Rs 14,14,000~ 14 Lacs+",,,Male
2024,7963,3932,valmiki krishnappa,BELLARY,BSP,0,5th Pass,"Rs 47,20,000~ 47 Lacs+","Rs 2,00,000~ 2 Lacs+",,Karnataka,Male
2024,7964,7426,vaman mahadev sangale,NASHIK,Dharmarajya Paksha,0,Post Graduate,"Rs 1,25,30,000~ 1 Crore+",Rs 0~,,Maharashtra,Male
2024,7965,5248,vamsi krishna gaddam,PEDDAPALLE,INC,0,Graduate,,,,Telangana,Male
2024,7966,4288,vanazara hiraben dalpatbhai,KACHCHH,IND,0,5th Pass,"Rs 12,79,500~ 12 Lacs+",Rs 0~,,Gujarat,Female
2024,7967,8458,vandna guliya,GURGAON,Right to Recall Party,0,Graduate,"Rs 1,26,74,900~ 1 Crore+","Rs 67,64,000~ 67 Lacs+",,Haryana,Female
2024,7968,5679,vandna verma,MISRIKH,Naari Nar Rakshak Party,0,Post Graduate,"Rs 13,03,525~ 13 Lacs+",Rs 0~,,Uttar Pradesh,Female
2024,7969,6592,vangapandu maheswara rao,VIZIANAGARAM,Naba Bharata Nirmana Seva Party,0,Graduate,"Rs 15,000~ 15 Thou+",Rs 0~,,Andhra Pradesh,Male
2024,7970,510,vanita jitendra raut,CHANDRAPUR,Akhil Bharatiya Manavata Paksha,0,8th Pass,,,,Maharashtra,Female
2024,7971,5855,vankayala ramachandra rao,ANAKAPALLE,IND,0,12th Pass,"Rs 50,000~ 50 Thou+",Rs 0~,,Andhra Pradesh,Male
2024,7972,6129,vankayalapati venkata siva ramanjaneyulu,GUNTUR,IND,0,Graduate,"Rs 2,78,99,398~ 2 Crore+","Rs 20,44,512~ 20 Lacs+",,Andhra Pradesh,Male
2024,7973,5789,vankudothu ravi kumar (ravanna),MAHABUBABAD,Telangana Jaghir Party,0,5th Pass,"Rs 13,000~ 13 Thou+",Rs 0~,,Telangana,Male
2024,7974,351,vanlalhmuaka,MIZORAM,BJP,0,Graduate,"Rs 11,03,075~ 11 Lacs+",Rs 0~,,Mizoram,Male
2024,7975,5124,vara prasad rao velagapalli,THIRUPATHI,BJP,0,Doctorate,,,,Andhra Pradesh,Male
2024,7976,1242,varadan. m,KARUR,IND,0,Post Graduate,"Rs 5,72,100~ 5 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,7977,7050,varikuppala. krishna vaddera,BHONGIR,IND,0,5th Pass,"Rs 97,17,700~ 97 Lacs+","Rs 5,00,000~ 5 Lacs+",,Telangana,Male
2024,7978,8698,varsha,BHIWANI-MAHENDRAGARH,IND,0,Post Graduate,"Rs 31,97,400~ 31 Lacs+","Rs 1,50,000~ 1 Lacs+",,Haryana,Female
2024,7979,2376,varsha bhagawantrao bhagat,AMRAVATI,IND,0,8th Pass,"Rs 1,70,000~ 1 Lacs+","Rs 10,000~ 10 Thou+",,Maharashtra,Female
2024,7980,8414,varun chaudhry,AMBALA,INC,0,Graduate Professional,,,,Haryana,Male
2024,7981,8621,varun gupta,KURUKSHETRA,IND,0,Graduate,"Rs 1,94,61,731~ 1 Crore+","Rs 4,52,105~ 4 Lacs+",,Haryana,Male
2024,7982,5726,vasam ramakrishna dora,KHAMMAM,IND,0,Graduate,"Rs 25,22,000~ 25 Lacs+",Rs 0~,,Telangana,Male
2024,7983,6070,vasant (tatya) more,PUNE,Vanchit Bahujan Aaghadi,7,12th Pass,"Rs 5,92,26,407~ 5 Crore+","Rs 3,68,59,586~ 3 Crore+",,Maharashtra,Male
2024,7984,2415,vasant kisan paikrao,HINGOLI,IND,0,Graduate Professional,"Rs 6,00,000~ 6 Lacs+",Rs 0~,,Maharashtra,Male
2024,7985,6938,vasant shankar kolte,RAVER,IND,0,12th Pass,,,,Maharashtra,Male
2024,7986,2022,vasanth kumar erappa,BANGALORE CENTRAL,IND,0,Post Graduate,"Rs 12,90,656~ 12 Lacs+","Rs 9,13,428~ 9 Lacs+",,Karnataka,Male
2024,7987,1211,vasantha saravanan,THENI,IND,0,Graduate,"Rs 31,500~ 31 Thou+",Rs 0~,,Tamil Nadu,Male
2024,7988,1199,vasanthakumar t,POLLACHI,IND,0,Graduate Professional,"Rs 1,11,68,125~ 1 Crore+","Rs 1,50,000~ 1 Lacs+",,Tamil Nadu,Male
2024,7989,1203,vasantharajan k,POLLACHI,BJP,5,Post Graduate,"Rs 35,32,13,334~ 35 Crore+","Rs 1,66,52,658~ 1 Crore+",,Tamil Nadu,Male
