iter	Logloss
183	0.3394871535
184	0.3391178862
185	0.3387755412
186	0.3381319733
187	0.3376746538
188	0.3373399805
189	0.3367696989
190	0.3360786572
191	0.3357562969
192	0.335119705
193	0.3343315438
194	0.3339961115
195	0.333586467
196	0.3329101445
197	0.3322828585
198	0.3318751926
199	0.3313153147
200	0.3306758337
201	0.3303471255
202	0.3300156045
203	0.3295247971
204	0.3290571954
205	0.3284524203
206	0.3282016677
207	0.3275894829
208	0.3270837726
209	0.3265337565
210	0.3263150439
211	0.32584697
212	0.3254554528
213	0.3249000169
214	0.3246294574
215	0.3242426494
216	0.3238520701
217	0.3235233595
218	0.3231897928
219	0.3228799373
220	0.3224556713
221	0.3221756521
222	0.321812472
223	0.3212461497
224	0.3204715772
225	0.3201851831
226	0.3197406597
227	0.3194173742
228	0.3191272023
229	0.318932259
230	0.3183374317
231	0.3180480188
232	0.3177173818
233	0.3172330985
234	0.3168965667
235	0.3166005298
236	0.3163051391
237	0.3158622759
238	0.3154090828
239	0.3150091933
240	0.3147621679
241	0.3143540798
242	0.3137885045
243	0.3134554159
244	0.3129900042
245	0.3126040872
246	0.3121176074
247	0.3119283481
248	0.3115985948
249	0.3111606904
250	0.3108178766
251	0.3106372592
252	0.3102374804
253	0.3100769846
254	0.3095101645
255	0.3090273642
256	0.3086489981
257	0.3083355525
258	0.3079864699
259	0.3075239404
260	0.3073704064
261	0.3070366862
262	0.30663897
263	0.3061559381
264	0.3054999839
265	0.3052147996
266	0.3049233819
267	0.3046356088
268	0.3040724243
269	0.3038122542
270	0.3035416308
271	0.3031011274
272	0.3026832885
273	0.3023974971
274	0.3020606488
275	0.3016406167
276	0.3013354539
277	0.300987575
278	0.3008399425
279	0.3004925939
280	0.3001714516
281	0.2999980034
282	0.2997968285
283	0.2995062966
284	0.2991565376
285	0.2987719866
286	0.2981954649
287	0.2978160195
288	0.2972219608
289	0.2968749034
290	0.2966168796
291	0.2962617696
292	0.2958476536
293	0.2954611513
294	0.2950230035
295	0.2946281485
296	0.2943919067
297	0.2939313149
298	0.2936975737
299	0.2932902358
300	0.2929378963
301	0.2923227986
302	0.2920571185
303	0.2917816728
304	0.2910665334
305	0.2907672985
306	0.2903238537
307	0.2899853997
308	0.2898182363
309	0.2894768047
310	0.2892980271
311	0.2891126222
312	0.2885720096
313	0.2881956583
314	0.2879966438
315	0.2876269195
316	0.2873144546
317	0.2866642771
318	0.2863782048
319	0.2860726893
320	0.2857771564
321	0.2853887052
322	0.2849948571
323	0.2844850322
324	0.2842486899
325	0.2840222939
326	0.2835755156
327	0.2831679646
328	0.2827751974
329	0.2825032807
330	0.2822440394
331	0.282061186
332	0.2818915623
333	0.2817526549
334	0.2815606081
335	0.2812775852
336	0.2810276631
337	0.2808790439
338	0.2804021144
339	0.2802322595
340	0.2800199805
341	0.2796523151
342	0.2793220413
343	0.2789138509
344	0.2786826497
345	0.2784602281
346	0.278251312
347	0.2778682644
348	0.2777158604
349	0.2773920107
350	0.2772016442
351	0.2767731206
352	0.2764937631
353	0.2759893196
354	0.2758109534
355	0.2754808251
356	0.2749359168
357	0.2747591348
358	0.2744995123
359	0.2742776628
360	0.2741510922
361	0.2739018425
362	0.2734486488
363	0.2731194279
364	0.2729109842
365	0.2726003118
366	0.2723575565
367	0.2718367625
368	0.2716179491
369	0.2714774901
370	0.2711963652
371	0.2709028007
372	0.2706230088
373	0.2701384563
374	0.2699409613
375	0.2697064333
376	0.2693317012
377	0.2692054212
378	0.2689268415
379	0.2687276854
380	0.2685124142
381	0.2682360479
382	0.2680558895
383	0.2678175857
384	0.2676250917
385	0.2673625768
386	0.2671971581
387	0.2670528331
388	0.266700817
389	0.2663504891
390	0.266072579
391	0.2658205385
392	0.265536866
393	0.2649822688
394	0.2647590617
395	0.264376888
396	0.2639875379
397	0.2637727937
398	0.2636218087
399	0.2632341083
400	0.2630240275
401	0.2626319642
402	0.262268106
403	0.2618668503
404	0.261591212
405	0.2611551179
406	0.2608830874
407	0.2605567391
408	0.2602458854
409	0.2599551072
410	0.2596808717
411	0.2594177425
412	0.2592352239
413	0.2590987376
414	0.2589222384
415	0.2587617185
416	0.25854763
417	0.2582717201
418	0.2580355191
419	0.2575751429
420	0.2573934971
421	0.2571337142
422	0.2569774234
423	0.256743008
424	0.2563510791
425	0.2561149287
426	0.2559068845
427	0.2551884951
428	0.2548898199
429	0.2546600188
430	0.2545148619
431	0.2542104032
432	0.2540606243
433	0.2538239922
434	0.2535979393
435	0.2533083971
436	0.2531391785
437	0.2528156338
438	0.2526339538
439	0.2524435585
440	0.2521894531
441	0.251942488
442	0.2517565219
443	0.2516348216
444	0.2512534472
445	0.2510294575
446	0.250777171
447	0.2505365198
448	0.2502913423
449	0.2500167706
450	0.2497355413
451	0.2495145713
452	0.2492956907
453	0.2488008319
454	0.2486029634
455	0.248373855
456	0.2481574595
457	0.2479962229
458	0.247732691
459	0.2475400655
460	0.2474070733
461	0.2471571714
462	0.2468772178
463	0.246636944
464	0.2464432436
465	0.2461120264
466	0.2456916725
467	0.2451805509
468	0.2449744316
469	0.2446345847
470	0.2444842665
471	0.2443687041
472	0.2441971754
473	0.2440707332
474	0.2438162138
475	0.2436445107
476	0.2433302772
477	0.2432139633
478	0.2430607748
479	0.2428033218
480	0.2425443133
481	0.2421464726
482	0.2419318325
483	0.2417637399
484	0.2416246481
485	0.241452637
486	0.241196096
487	0.2410726082
488	0.2408328745
489	0.2406819192
490	0.2405146735
491	0.2403442479
492	0.2402226235
493	0.2401259318
494	0.2399610209
495	0.2398290019
496	0.239552184
497	0.2394666888
498	0.2392677896
499	0.2388917006
500	0.2386851131
501	0.2383322534
502	0.2381943238
503	0.2378877067
504	0.2376548537
505	0.2372933909
506	0.2371456769
507	0.2369731412
508	0.2367678322
509	0.2366386458
510	0.2364911197
511	0.2363504164
512	0.235825007
513	0.2356338913
514	0.2354281433
515	0.2352026091
516	0.2349204445
517	0.2347255439
518	0.2346012976
519	0.2344374491
520	0.2342580342
521	0.2338365595
522	0.2337205398
523	0.2334286213
524	0.2331249598
525	0.2328283764
526	0.2326414501
527	0.2323498424
528	0.2319600104
529	0.2317815044
530	0.2316529067
531	0.2313731848
532	0.2311964759
533	0.2311313778
534	0.2309521809
535	0.2308229156
536	0.2306369561
537	0.2302596093
538	0.2300862863
539	0.2297337187
540	0.2294507956
541	0.2292437343
542	0.2290957007
543	0.2289047637
544	0.2286783201
545	0.2284158596
546	0.2280720907
547	0.2279394928
548	0.2277660781
549	0.2275680884
550	0.2273045633
551	0.2271716618
552	0.2269607199
553	0.2268135253
554	0.226613099
555	0.2264108471
556	0.2262302589
557	0.2260935628
558	0.2258931755
559	0.2257773974
560	0.2255724243
561	0.2253533423
562	0.2251445689
563	0.2249407172
564	0.2247477569
565	0.2245436711
566	0.2242982472
567	0.2240863968
568	0.2239174772
569	0.2236180479
570	0.223391364
571	0.2231382962
572	0.223055731
573	0.2228088732
574	0.2226180238
575	0.222418904
576	0.222204286
577	0.222025853
578	0.2217986055
579	0.2216161484
580	0.2213759135
581	0.2212041958
582	0.22095455
583	0.2206499377
584	0.2203439543
585	0.2202199268
586	0.2198569126
587	0.2197124695
588	0.2194991769
589	0.2194007716
590	0.2190884746
591	0.2188656904
592	0.2187611709
593	0.2184971354
594	0.2183934569
595	0.2182309231
596	0.2179222627
597	0.2177693609
598	0.2175564411
599	0.2173877298
600	0.217234182
601	0.2171239772
602	0.2168335336
603	0.216647982
604	0.2164652524
605	0.2162621101
606	0.2160954147
607	0.2159467958
608	0.2157514153
609	0.2153685045
610	0.2151635534
611	0.2150533215
612	0.21493479
613	0.2147541105
614	0.2145887629
615	0.2140766554
616	0.2138642824
617	0.2136981602
618	0.2135621441
619	0.2131745889
620	0.2128946712
621	0.2128156845
622	0.2126512107
623	0.2124966116
624	0.2123406805
625	0.211792766
626	0.2116313049
627	0.2115066715
628	0.2111837804
629	0.2109586532
630	0.210876743
631	0.210638152
632	0.2104072237
633	0.2102077986
634	0.2100188369
635	0.2098202038
636	0.2094120746
637	0.2091988533
638	0.209052906
639	0.2088915112
640	0.2086708238
641	0.2084757987
642	0.2083438391
643	0.20817207
644	0.2079858483
645	0.2077982611
646	0.2076679867
647	0.2074838735
648	0.2072600741
649	0.2070583853
650	0.2068930551
651	0.206694251
652	0.2064961107
653	0.2063752239
654	0.2062728512
655	0.2060366005
656	0.2058563923
657	0.2053672478
658	0.2051090788
659	0.2048474011
660	0.204626892
661	0.2043691309
662	0.2042141446
663	0.2040902723
664	0.2039630021
665	0.203807925
666	0.2036450998
667	0.2034893166
668	0.2033083165
669	0.2031508698
670	0.2028804565
671	0.2027311794
672	0.2025642918
673	0.2024513846
674	0.2023512719
675	0.2022387089
676	0.2021445407
677	0.201989398
678	0.2019075355
679	0.2018046103
680	0.2015264062
681	0.2014083705
682	0.2013009979
683	0.2011257286
684	0.2009962199
685	0.200887957
686	0.2006988995
687	0.2005797224
688	0.2004215983
689	0.2002934847
690	0.2001074011
691	0.1999951621
692	0.1998424633
693	0.1997584738
694	0.1995464022
695	0.1994501847
696	0.1992974415
697	0.1991085229
698	0.1989752115
699	0.1988449706
700	0.1987347462
701	0.198606465
702	0.1983863492
703	0.1983157649
704	0.1981931413
705	0.1980368225
706	0.1978720692
707	0.1977977212
708	0.1976929713
709	0.1974543832
710	0.1970359449
711	0.1969281841
712	0.1967764428
713	0.1967030765
714	0.1965845235
715	0.1963914842
716	0.1960399004
717	0.1958884292
718	0.1957297831
719	0.1954795458
720	0.1953737208
721	0.1951717465
722	0.1949415907
723	0.1948589257
724	0.1947359763
725	0.1945796795
726	0.1944476798
727	0.194333461
728	0.1940845292
729	0.1939190073
730	0.1938275365
731	0.1936940273
732	0.1935175519
733	0.1930943491
734	0.1929224442
735	0.1927592251
736	0.1925300905
737	0.1923424178
738	0.1920933819
739	0.1917293876
740	0.1916232041
741	0.1913575638
742	0.1912416917
743	0.1910694193
744	0.1909907299
745	0.190596661
746	0.1903663225
747	0.1902732922
748	0.1900935905
749	0.1899853609
750	0.1898926689
751	0.1897286864
752	0.1896333158
753	0.1894177857
754	0.1893427399
755	0.1891690821
756	0.1889799636
757	0.188810148
758	0.1886976765
759	0.1886005938
760	0.188296306
761	0.1881594409
762	0.1880129384
763	0.1879424572
764	0.1878031444
765	0.1876469894
766	0.1874619163
767	0.187340228
768	0.1872035432
769	0.1869746799
770	0.1865395743
771	0.1864431487
772	0.1863559987
773	0.1861711046
774	0.1860862474
775	0.1859826214
776	0.1858013772
777	0.1854371244
778	0.1851896096
779	0.1850375434
780	0.1849062654
781	0.1844382129
782	0.1842243256
783	0.1839911397
784	0.1838547865
785	0.1837300177
786	0.1836215114
787	0.1834586676
788	0.1833629201
789	0.1830019195
790	0.1828026721
791	0.1826505224
792	0.1824723029
793	0.1823272758
794	0.1820875819
795	0.1819882632
796	0.1818835291
797	0.1817397652
798	0.1815093823
799	0.1813750544
800	0.1812497812
801	0.1811546242
802	0.1809777504
803	0.1808905446
804	0.1807457614
805	0.1806776262
806	0.1805538158
807	0.1803726506
808	0.1800488631
809	0.1799351195
810	0.1798091331
811	0.1793629342
812	0.1791964933
813	0.1790179251
814	0.1785388385
815	0.1784749522
816	0.1783761106
817	0.1782740501
818	0.1781159343
819	0.1780001625
820	0.1777712861
821	0.1776695885
822	0.1774673911
823	0.1773492181
824	0.1772087294
825	0.1771256062
826	0.1769019159
827	0.1766247587
828	0.1765271989
829	0.1764252818
830	0.1763173851
831	0.1760518328
832	0.1759640206
833	0.1758326354
834	0.1757223348
835	0.1756030405
836	0.1754771347
837	0.1752233875
838	0.1750595635
839	0.1749095975
840	0.174848345
841	0.1746821761
842	0.1746068604
843	0.1743922409
844	0.1742169149
845	0.1741390608
846	0.1738958978
847	0.1735971304
848	0.173504105
849	0.1733081828
850	0.1730703167
851	0.1730202977
852	0.1728100146
853	0.1726616872
854	0.1725306378
855	0.1724230152
856	0.1723522482
857	0.1720615631
858	0.1719574232
859	0.1718871321
860	0.1717448127
861	0.171647866
862	0.1715482675
863	0.1712924556
864	0.1709618195
865	0.1707228809
866	0.1703119931
867	0.1702032356
868	0.1700881809
869	0.1699031909
870	0.1697457786
871	0.1696338819
872	0.169556896
873	0.1694345475
874	0.1692670141
875	0.1690668987
876	0.1689392906
877	0.1688502173
878	0.1686764748
879	0.1685900295
880	0.1682069808
881	0.1680942273
882	0.1679533095
883	0.1678636611
884	0.1677419968
885	0.1676447366
886	0.1674518842
887	0.1670852742
888	0.167002859
889	0.1668615617
890	0.166622039
891	0.1665563407
892	0.1664610423
893	0.1663243908
894	0.1661385672
895	0.1659423728
896	0.1658066335
897	0.1657337957
898	0.1655463412
899	0.1653490054
900	0.1651749322
901	0.1650085025
902	0.1647148096
903	0.1646651969
904	0.1644546663
905	0.164352911
906	0.1642701606
907	0.1641587572
908	0.1641194951
909	0.163911654
910	0.1636499743
911	0.1634876108
912	0.1633740243
913	0.1632358953
914	0.1630938158
915	0.1630073101
916	0.1627912769
917	0.1625822122
918	0.1625263989
919	0.162392863
920	0.1622130248
921	0.1620334907
922	0.1619032476
923	0.1617043069
924	0.1615756758
925	0.1614367601
926	0.161251795
927	0.161160861
928	0.1610768014
929	0.1609397807
930	0.1607557057
931	0.1604667395
932	0.1603513411
933	0.1602001699
934	0.1600677665
935	0.159984101
936	0.1598096453
937	0.1597380626
938	0.1595646197
939	0.1594101
940	0.1592329803
941	0.1591202407
942	0.1589965008
943	0.1589256217
944	0.1588442882
945	0.1587645441
946	0.1585501048
947	0.1581962967
948	0.1579955953
949	0.1578237262
950	0.1577607681
951	0.1576497756
952	0.1575447201
953	0.157463701
954	0.1572965473
955	0.1572193947
956	0.1570225666
957	0.1568805461
958	0.156788064
959	0.1566750053
960	0.1564837563
961	0.1563283844
962	0.1561273273
963	0.1560401361
964	0.1559025628
965	0.1557572166
966	0.1556481917
967	0.1554809164
968	0.1553510012
969	0.1552069108
970	0.1551260611
971	0.1549764349
972	0.1548820706
973	0.154849604
974	0.1547061299
975	0.1546320692
976	0.1545795955
977	0.1545277524
978	0.1544277238
979	0.1543400968
980	0.1541476389
981	0.154046006
982	0.1537384349
983	0.153646247
984	0.1535331044
985	0.153435969
986	0.1534045168
987	0.1533254249
988	0.1532761512
989	0.1531489955
990	0.1531007548
991	0.1528725678
992	0.152634137
993	0.1525270706
994	0.1524486845
995	0.1522166919
996	0.151977179
997	0.1519126048
998	0.1518466767
999	0.1517785009
